,content_id,content,subject,sentiment_value,sentiment_word
268,wsY7VKqroUxeCJAy,我是13款森林人，65000公里烧机油爆震，已换中缸还是爆震！,动力,-1,爆震
269,YZhiao5A3cjf7Vr1,烧机油吗？不烧的话不要轻易换    ,动力,0,
270,NFKXQMC7P0Yig6Ac,今天听店里人说，下降一厘米不算烧机油    ,动力,0,
271,DhPx9Xy8Yal7EmKS,现在只能观察了，看看以后还会有烧机油现象吗，    ,动力,0,
272,PnMFvULWSOwEy7KD,是广西的我就去看看你的车了，16万，虽然听说烧机油问题，但是也可以考虑了   ,动力,0,
273,sSdR3rj8wx4UyYlG,放心吧，好运会降临在你的头上。我的车2.5的都不担心烧机油，lz更没必要担心了。,动力,0,
274,LEykTj7q512XfBVh,2.5烧机油概率很大，2.0不会。请采纳点赞,动力,0,
275,unIdjriWSQ7z92aT,烧机油问题，还是没有彻底解决。,动力,0,
276,eD4fHSBZ9RGdNt3V,我之前也喜欢开S模式，论坛里后来有人说，一直开S模式会导致烧机油。搞的我不敢用S模式了   ,动力,0,
277,drPByRkQZwJCh1t8,你是森车主，它就是个事。不是森车主，就不是个事。烧你机油，就是个事。不烧你机油，就不是个事。    ,动力,0,
278,YbHRF8XlrDOvhAmS,提车时车友会的老司机就这么说了，但是不敢啊。曾经东北-上海2100公里，机油消耗很少。    ,动力,1,很少
279,qrBxS1PIjGkDfzLu,都是喜欢2.5大排量，主要怕烧机油，只能选2.0的了    ,动力,-1,怕
280,h29DYbR4FizryetT,12款，烧机油，发动机两边漏油，失望！！！,动力,-1,失望
281,S3btTXGPvYFL7qJQ,坛里有个高手发过自己更换机油、滤的帖子（就是把机油吸出来的帖子），他拧上去的时候说不用。,动力,-1,失望
282,NZpdArVhgM6fctzQ,机油、机油滤、空调滤清器是必须要换的。其他的发动机空气滤要考虑更换。其余油液检查渗漏，少了补上即可。风险，在外保养要注意留好维修工单、发票和维修店的资质文件，否则可能失去质保资质。,动力,-1,失望
283,aYI78XoRDWimJ05g,虽然说fb系列设计有问题，但死马当活马医吧，多用点好油最起码烧机油的现象会晚点,动力,0,
284,dyL6vHGuiVWa3AwU,我车除了烧机油、熄火、爆震刹车还好。,动力,-1,熄火
285,JX0beVcgNj3h671d,这车性能如何？烧机油吗？,动力,0,
286,j6g8WCnhx7RkoXT9,2013款到现在也没烧过机油,动力,1,没烧
287,dMeXIrNVqZSnmCk7,说实话 我觉得森2.0最低配就挺好的 2.5的怕烧机油   ,动力,0,怕
288,rcinQNlBezUEPgX4,市区20完全没问题，还不担心烧机油！经常野外就25,动力,1,够用
289,nOQeI9iBmt7vo4CK,2.5的薄缸不敢买，还烧机油,动力,-1,烧机油
290,IoYCMwSH2Q7dXWpg,主要是cvt ，配合车重轻，发动机技术还没丰田好,动力,-1,没
291,iRWgzTPVE3uqpecI,换完后 是不是还去车管所改发动机号？ 好弄吗？,动力,1,耐用
292,pwuAHxX7Nm58kKoq,在国内卖的发动机最好还是油品适应力能越低越好，没办法，要开燃油车就要像两桶油的下限看齐，否则车子出了问题，过了质保就只能自己负担，森林人是我第一辆车，但也让我得到了很多启示，在天朝要么钱多多无所谓开废了就换车，要么就选一辆耐操的车子，不惧那些烂油，即便维修也相对容易，不是说斯巴鲁的车不好，是不适合国内的用车环境，尤其是对于普通老百姓来讲用车的风险成本太高    ,动力,-1,太吵
293,9B3PCf8DhbdiVIRt,说说调电脑吧，一样的发动机，有兴趣,动力,0,鸡肋
294,MpP32UfuNvxlrT05,不是直喷发动机，马力当然不会大，但积碳少。,动力,1,少
295,oDwlJkQye7sLV9ET,我指的不是直线加速，小森的变速箱调教很灵敏，听说100以内提速都不差，但是看论坛里说过2.0的上坡特别是满载情况下很肉，超车恼火。我也一直想入2.0，但我们这儿4S没有相应排量的试驾，上次好不容易来了一辆，我又不错过了，我就是想先体验下再下手    ,动力,1,好
296,thPerXYfWwjQEO2M,昂科威我试过，视野不如森林人，操控没有森林人轻巧，但比森林人内饰豪华，1.5T用的干式双离合不怎么好，要买昂科威就买2.0T动力的，变速箱是6速的,动力,0,
297,xZ9WRuhypKNILksJ,真羡慕，xt好像确实没有，变速箱好像不一样！     ,动力,0,好像
298,d2oHyCir5SajAIT0,我车2.5的，刚换完中缸。平时用车是非常满意的，动力足，加速快，安静省油。真的好用。   ,动力,1,足
300,fGs6obyY5TOQrBMm,2.0的市区使用没任何顾虑，0到70加速没问题，100以上再加速弱点，160还是能跑到的。跟2.5的动力差距主要体现在跑山，爬坡，满载，段距离加入超车。,动力,1,没问题
332,fweI1H9kjT6XpRZs,新速派0-1，6秒多，你没戏。,动力,0,
334,1U5zuFxtKdnyTHPc,我是16款2.0跑了公里数也不少了，一点不烧，长时间高速高转我也观察过不烧.,动力,0,
335,MntQOq386CGaizLW,我开09款森2.0xS，去过西藏和新疆，去新疆没有问题，独库公路也行，去西藏动力弱点，爬坡改手动2档，去那么措翻5000多米高山时吃力。,动力,0,
337,ADLxpY1zUjF2uafv,我的2.5超车都杠杠的，不知道XT是什么赶脚，有机会感受下,动力,1,超车
339,TCoImBSG7rj9LH4J,担心2.0的动力，怕跑高速弱    ,动力,-1,担心
341,TPDO59A4SI30NKcU,XT会让你喜欢的，红绿灯都是跑第一的，高速220没压力，,动力,1,没问题
344,TYNhmteiFw0nUrdQ,7年整23W路过 。   搓板路上飘，冰雪路上漂，高速上飞，城区路上蛇形超车·····小森啥事没干过？,动力,1,超车
359,KRrE4Ydu9pxUVe8c,说实话，2.0你市区足够用，根本跑不起来，我超车用运动模式足够了。,动力,0,够用
364,oSwcKjqTkHulpOvR,我2.0，就不后悔，挺满意的 市区、高速感觉挺好的,动力,1,满意
366,3TjnEPzXNURaub84,2.0性价比高够用，但是如果钱够的话就直接买2.5把 2.0的高速超车还是很吃力的,动力,0,够用
367,tD5JWEAIGYw9cgsP,cvt的顿挫，都有通病。这才哪到哪呀，后面有你想哭的毛病，慢慢都会来的。,动力,-1,通病
368,YBXrFaR8h29vscnU,车里5人，坡度更大的轻松飘过！,动力,1,轻松
370,Krbg8STDkfl3FZCY,不是暴力驾驶，2.0绝对够用。    ,动力,0,够用
371,5Dj7SvPJH4qBNZik,2.5起步不错，中后段肯定不如涡轮充沛，涡轮随踩随有,动力,1,不错
372,Ym1DrMy7s6hHGPCB,2013年车 7.6万公里 不烧,动力,0,不烧
376,Z7tNsvqLUIcenpmR,2013年6月份2.0车，7.5万公里，不烧。    ,动力,0,不烧
381,YIJ9Vi0PzFjSQglM,我就是怕动力开起来低于思域，本人有点偏爱暴力驾驶    ,动力,0,驾驶
386,dBuLHilNWe3jAbYP,斯巴鲁内部文件都流出了，fb20和25都存在烧机油的缺陷，具体你在论坛里查帖子吧，还有这个内部文件有15-16年连续两稿，里面fb20和25都涉及在内，也都提出了改进方案，只不过改进方案归改进方案，烧机油的案例依旧存在，我也说了，在一个烧机油的品牌内选车，你已经将自己框死了    ,动力,-1,烧机油
387,7k6Vg0OlHaIf4PcA,反向推理：2.5发动机比2.0发动机压榨得厉害。,动力,0,
393,iRMz5Aa1YvryShZe,我的是2.5的，这个车给我的感觉低速有用不完的劲，低速爬坡都不怎么给油，直线加速也不错，但120码爬坡发动机吼得厉害,动力,1,用不完的劲
396,lvIFoZsVm34a1L0W,买了2.0 森 笑 2.5 森烧机油的 都是 属于那种50步笑百步的人。根本原因 不在排量上 而是发动机生产线上。,动力,-1,烧机油
398,Un5tidbxGJKqkYue,油箱是密封的，里面会因气温及运动产生汽油汽，这个可燃的汽油汽压力达到一定值后，会被碳阀哒哒哒的打入发动机燃烧掉. 如满意请采纳.,动力,0,
399,FrgCmJiaM1yweZDk,动力主要看你以前开什么车，2.0T习惯了照样不够。这种小涡轮80 100以内没问题，再向上走就乏力了。3.0T1.8吨左右的车刚刚好吧。所以这个涡轮化也不好，搞得3.0自吸身价其实提高了，不然的话家用3.0排量综合各方面还是比较好的。,动力,0,
400,BYfvdUMw6EX5JSxD,现在就是讨论两个发动机的不同啊    ,动力,0,
409,SqQLFj0dm8gBtNyG,欧蓝德和森林人比，差一大截，森林人水平对置发动机，全时四驱，大空间，还有很多，搜搜视频看看。,动力,0,
414,hY73yWVmOSqHN2EA,冷车发动的时间发动机噪音大一点，车一热就好了，还有你换的机油有关系，一定要用0W21的SN级别的机油。如果热车发动机有抖动，可能与你加的乙醇汽油有关系。,动力,0,
418,HAYKtPGnj6kIi1Wr,什么毛病都没有，除了烧机油   ,动力,-1,烧机油
428,lR5byEJYQw83r1sI,人人网，个人的，您感觉这个车靠谱不？不是说事故之类，是烧机油，质量什么的    ,动力,-1,烧机油
435,9hg0OiMNYuGVjTJB,2.0t不烧机油 …长途驾驶烧防冻液,动力,0,
437,qotcj8HwEDf6gUzv,会不会有别的毛病 比如说发动机问题    ,动力,0,
441,A8ovh9NesIHgBZak,无论加什么机油都烧的。,动力,-1,烧机油
445,fZ2XLKE3Qn1mFHjd,可是我更看重四驱，和水平对置发动机还有进口这几点啊，而且森林人在国外碰撞也都是五星，门轻门重多那点东西，真的速度快撞上去了，你觉得那点重量有个什么用呢？    ,动力,0,
447,82qSQbBsgOMvfHut,建议买个12款吧，13和12发动机都一样，都存在消耗机油，不像消耗机油建议16款后吧。我听说16款后控制好点，活塞环扩张改进，加强了，要没这么多预算12款合适一点，13款配置不太高，12款配置也可以，该有都有。我是12款2.0手动。非要新款样子那就看你自己吧，13款一般。    ,动力,0,
450,f6YyMTNvePXr0b5a,2.5，高速轻松上200，坐两人，后备箱满载，不要怀疑森的实力。,动力,1,
451,DhGXLUAyajW6TzB3,开一段时间，看看，是否烧机油，论坛说，这车烧机油严重。,动力,0,
454,m7HwfeF1tdWxuI0N,从论坛反馈来看，主要集中在15年前的FB25，但更换了高张力活塞环后的车，目前没见过车友反映烧的。我的车里程还较少，定期查看机油尺没明显消耗。我选车当时备选3个车型:途观、自由光、森林人，看反馈3个车或多或少都有烧。最后机油消耗这个考察点上，改进后的森林人比另2个好，用车后发现实事也是如此。,动力,0,
455,fPMscvVGShHOIyau,120后再加速就比较吃力，要深踩油门，我最高开到160，不敢再快一没那个胆，驾照才拿几个月，二没地方跑，到处都是测速,动力,0,
457,I1DWShb89UZLcimv,Fb发动机 11-13,动力,0,
463,8Nyks2TXEn7PBfAq,我的快8万公里了，单次长途最长4200公里，没有出现过烧机油现象。   ,动力,0,
470,uaSQKkFLt3xIWhoX,13款2.5   6000公里油灯量了，不知道算不算烧机油,动力,0,
471,TGqmYgtkXRI3l2rN,异响，盆友有个13款傲虎，烧机油很厉害。我也很担心啊     ,动力,-1,烧机油
492,y735QUAG12Fqro0K,是不是二手车过了七年，检车次数就增多了，懂车的人都说七八年的老斯巴鲁发动机都比现在的国产发动机耐开，开个六七十万公里没啥事，真不知道该怎么换车了    ,动力,0,
494,wht4boeR12kSFMpU,来个中肯的吧，小保养668烧机油说是改进了我也不清楚，16款说改进了，我是16款的25目前17045(刚加油测油耗记得请 )目前油耗8.0，小问题是变速箱低速偶尔有顿挫，目前为止发现3次……，跑不平的路异响眼镜盒！！！主驾驶开窗后颠簸异响，开过老哥的科帕奇后更喜欢小森了,动力,-1,偶尔有顿挫
497,I2Oc8UfrTWj1Zsu5,15年6月以后生产的森林人与傲虎基本上都不烧机油。我也是摩托迷骑川崎小火神与雅马哈巧格，现在连巧格也骑得少了     ,动力,0,
499,dqv5zaI1OZeERuwG,这个问题我觉得是这样：在滑行时发动机喷油嘴默认是不喷油的，但是当发动机怠速太低的时候，会恢复供油防止熄火，所以会产生一个顿挫。,动力,0,
501,LnZh4fCK97VMiAUq,另外就是从13款开始变速箱就变成CVT了，12款以前都是AT变速箱，相对来说油耗还是不一样的,动力,0,
507,dVaNkPUhpLRJK0C5,这个车比汉兰达和锐界尺寸小，而且发动机也小    ,动力,0,
514,Vzp1fG6RBdav9iHE,有点烧机油，将就开每次开车前加点机油，实在坚持不了，换个发动机一万元左右。,动力,-1,有点烧机油
516,8M3Xt1ubNUdvQsF7,我去，最近补充机油后，500km消耗了1cm，有点受不了了。,动力,-1,有点受不了
525,b5L90FVcUz7rElw6,crv内饰不错混动给力，森林人操控不错还省油，所以我选择奇骏～,动力,1,给力
528,WUuAx2RBhH67igYS,有遇到你  上次也是烧机油      ,动力,-1,烧机油
534,Wkqp0IB9wtDSZJid,油耗这么低啊，这可是2.5，四个挡的车啊，要是真的这么低要下也挺好，听说斯巴鲁的发动机可靠性非常好。,动力,1,非常好
535,UdLqbwmDE8sFRZ4k,主要看上森的水平对置发动机和空间，看这价格真比不了杠五。    ,动力,1,
540,sNr7jmzidBMvD0Ru,动力够不够与个人驾驶习惯有关，不必参考别人意见，自己试驾一下。不急换车或用车可以等新平台。买2.0t的都不在乎钱与面子了，喜欢啥买啥，你到那个境界没？,动力,0,
543,g0Axs6T2vEfkIrK4,发动机汽油燃烧充分，好事。但如果长期短途，消音器内部容易烂芯。,动力,0,
547,2lJ1YfzWQGFuaxBA,5个大人，体重平均150多，高速正常行驶，也有行驶缓慢时，油耗确实不高,动力,1,
549,SZLyUoXKR3l8wuFj,一看就是满满的都是动力,动力,0,
554,C3r4cUMstfwlqkPR,挺好的，价格行，就是注意发动机,动力,0,
559,ipKI1he0jDybYBGR,低速状态下避震动态表现没啥区别，速度起来后走烂路的感觉就完全不一样了，没那么生硬的感觉，舒服了一些，操控方面的话我觉得没啥太大的提升。反正我觉得不能抱太高的期望吧，毕竟只是个小升级    ,动力,0,
561,Ofhy02PC8QV6Rjoq,Crv吧！森林人感觉动力不够,动力,-1,不够
574,BHzNUlwXM1PgmOxv,我刚买了12款森林人，6年车，9万公里，2.5豪华版，13万。今天开了一下，动力够，但油耗在11个五左右，不知正常否？,动力,1,够
576,v2wFdOpVHZbRrciS,我最近想换车，看了一圈发现森林人最适合我的需求和预算。但是来论坛一看人都吓住了。前排各种漏油，烧机油，还有吊发动机的。妈的这车到底能不能买啊。,动力,0,
579,GgJcYOLQjWS3Xvz5,我最近想换车，看了一圈发现森林人最适合我的需求和预算。但是来论坛一看人都吓住了。前排各种漏油，烧机油，还有吊发动机的。我真心也是犹豫啊。,动力,0,
591,c8Akgd3opiwUVmOe,在10000公里已经换过空滤。空调滤话，仅换机油，机滤即可，如果新车至今没有换过空气滤和空调滤，可以考虑购货自己换，注意不听4儿子店忽悠要清洗啥啥啥的。。至于异响让技师检查咯。。。,动力,-1,异响
592,TSjq6U2AKyE9PscB,品质全靠人品，怪不得那么多车烧机油有异响    ,动力,-1,烧机油
594,clTA8fjXQs4KpdWg,09年2.0的，不烧机油。,动力,0,
595,K4eAiQMytRPgL1ld,你让这销售给忽悠了吧。一个平台的，顶多是发动机前后段的调校在新款上有改动，动力总成根本就没有分别啊    ,动力,0,
598,jHy6hACgGITRUYVZ,实用的话一定选森林人，XV其实个人觉得真要我选比较尴尬，没动力，价格跟森林人差不上很多。就是外观时尚一些，也就是升高版的翼豹，当然国内没有翼豹卖了。,动力,0,
601,u4wj1hcpS0b5z6Ll,造不造假不知道，我的森林人3年了8万多公里。动力质量还杠杠的,动力,1,杠杠的
610,q8TGzp30csZS6kH7,要想快，sti！森林人这车也就一个小尾翼其他根本就没看出来哪里有空气动力学套件，看那么快根本客服不了风阻了…,动力,0,
612,8b4iARakU3LVpzBf,1、森林人是全时四驱，四个爪子抓地，有一种吸在地面的感觉，奇骏是适时四驱，平时都是两驱。 2、森林人是水平对置发动机，重心低，稳定性好，奇骏是一般的直立发动机，车身高，重心不稳。 3、森林人是专业生产四驱车的企业，四驱的智能技术先进，日产主要是生产轿车的 4、森林人在冰雪路面，湿滑路面更有优势，奇骏你得自己根据路面情况手动调四驱 5、自己看着办吧,动力,0,
615,75bRIgnv4z6tEKGC,都是7万公里烧机油？正担心。当时车友说换好机油就会好。有办法处理？    ,动力,0,
617,OTt8jkKHqYaXV9Jd,感觉过130加速就没啥劲了2.5    ,动力,0,
621,JW214Rs0PcoxgNLf,多说一句，给其他关心森林人的朋友参考。我是整3年，6万出头，2.5顶配，从差不多4万开始有机油消耗，差不多5000公里0.5升左右，只要夏天跑高速多，必烧。试了5w30安索签名，一样烧。决定换回0w20了。都是4s保养，按说明书来的。6万公里里面，大概40是高速。,动力,-1,烧
626,04xjlrFa97BJvk31,你是选择森林人呢，还是选择xv，这两款车开起来的感觉差不多，因为2.0的发动机，底盘都是差不多的，森林人的空间大一些，xv时尚一些，都是全时四驱，水平对置发动机，油耗xv要稍微的低一点，你可以看看关于xv的试驾的视频，有很多，可以更直接的了解，“xv是为满足那些喜欢驾驶的人设计的，他的精髓是开”。所以说你要追求驾驶的感觉和乐趣，就选择斯巴鲁，一般的开开选途观。   ,动力,0,
630,Ddq5i8WUb2x1weoF,我的这个位置不一样但是差别不大。但是有其他地方偏差大的。开过不少车，我发现车子这种大件不能用工艺品的眼光去审视。豪华品牌之所以豪华就是这种细节做的漂亮，价格也漂亮。 森林人还是属于破破的那类车，我只是觉得开起来爽所以超喜欢，其他好像都破破烂烂的,动力,1,开着爽
631,lf9hQWOmDcKXYwjC,基本上2014前以前的CVT车型都烧机油，可以索赔发动机中缸吧，好像是，我觉得你别收森林人了，添点钱买个新的低配的CX5 或者奇骏，不错的选择，森林人行驶质感一般，坐上悬挂硬不舒服，尤其是后减震，路噪大，内饰有点糙，中控有部分异响，后座位内饰板容易开裂，CVT 变速箱有啸叫。开了3年的森林人老司机坦诚告诉你。,动力,-1,烧机油
634,WxJi86walV1YUQjM,2013年6月2.0，8万5千公里，没到3万公里时脱保，自己买机油，之前新日石，现在诺为，都是0-20，不烧机油,动力,0,
635,4pa8sibxhIfHSvuB,厂家是1000公里烧一升机油才算是发动机烧机油,动力,0,
640,jISovi5Xg3y07fmL,xv也烧机油，我跑15万，真的烧机油，我基本高速,动力,-1,烧机油
648,Gl0SufaDmckIQRNH,并不是。完全看买车时的运气。2013~2014批次的2.5烧机油几率比2.0大。   ,动力,-1,烧机油
649,E1tiyn7c9grqVYkP,按照我的理解，保养之后一万公里才亮机油灯算正常。其他的都算烧机油了…… 我开车可不温柔，现在都是7000一保。   ,动力,-1,烧机油
650,yo7s8SfkJDmnGQ6t,其实之后会不会烧机油我不在意。只是按目前来看还没烧。怕烧机油就不会粉宝马和保时捷     ,动力,0,
652,gwS926opkXPjaGDV,舍得踩的话没什么大问题。我一般都是油门到底的。只是加速感不强，遇到上坡时地板油的感觉就明显没平地给力。2.5比2.0强一点，上坡乏力感降低。2.0T的话就很强了。    ,动力,0,
657,egPnXyk1HOtQR20v,这口头禅不错 我的看法是5000公里内亮灯就是烧机油。    ,动力,-1,烧机油
658,JZRvQa7knjPSduli,烧是早晚的事儿，没到时候，2008年的2.0到十几万也烧。斯巴鲁中国照比同类车型销量小多了，说明烧机油比例很高了。   ,动力,-1,烧机油
666,HSfQv6aJcRZegLbW,别想了。不可能的。烧机油斯巴鲁老毛病,动力,-1,烧机油
667,yLnstPWuOTZlUdjb,我是三线小城市，平时上下班都是高架，而且我上下班时间自由，都错过高峰期，所以速度还可以。   ,动力,0,
672,7PXlnbqiyrKx1C58,上个礼拜天，刚和朋友提的途观L330豪华版。裸车24.5。不错，空间挺大。不过，我还是喜欢森林人，稳，开着爽。和朋友开车驾驶习惯不同,动力,1,爽
673,3olCXwi9A61fRFZm,市区无压力，高速超车略废力。同价位，动力的话还是带t好，慢性子开车又不如买艾力绅舒服自在。看你用途吧,动力,0,
676,Eh0zgaM5kf2IJsCi,保养贵，配件贵，小毛病多，还有烧机油风险··   ,动力,-1,烧机油
677,elxQbAZv8DLPa07T,还好3月份收了台蓝色的  开了大半年动力杠杠的！温州收的！ 浙C......,动力,1,杠杠的
679,e50OUExuPZyLHz1R,途虎买动力侠可以买到日本进口的,动力,0,
