content_id,content,subject,sentiment_value,sentiment_word
vbOkxmaF1PAjc2Uo,豪华版外观看有没有后视镜转向灯，时尚和尊贵无法区分。,外观,0,
MhUCeXW4IJLuFE3o,好好看看说明书，小森的冷却液何时换，你就知道需不需要了，当然少了需要添加,外观,0,
i4wo6usMqzCZcA75,看来看去还是咱的小森好看，开了一年都没有啥问题。,外观,1,好看
8PbWSNwc6B2vImCJ,配置嘛性价比最高，外观上前保险杠和后尾翼跟其他款有区别。,外观,0,
pysamriCg2B3xTIo,CX-5不错，就是不是全时四驱的。但贵在是国产的，价格便宜，二者相比而言推荐CX-5。若是美版的CX-7国产的话，是个不错的的选择，估计售价和森林人差不多，外观内饰发动机都不错。,外观,0,
MjFU0pLxHrBhQsPy,前脸标志两旁的镀铬条原厂就是这样黑的？,外观,0,
qF5L23RvAXMCWuy8,怎么不上BBS RG-R呢？ 看看还是BBS RG-R好看。   ,外观,0,
VKiw4yX6zYlLMack,白车真好看，等楼主上图,外观,0,
I0TtvoMChE9bwzLi,16款2.0的不是氙气灯，我换的这个，效果很好，高速只开这个近光一般就行，稍微有点散，但能接受。散热是物理的，温度不比卤素灯泡高，雪莱特是风扇，但价格高几倍。,外观,0,
OLk86AxvWb2IMX4y,我在买森林人之前也是考虑了Q3  觉得外观好看，质量也是杠杠的 而且也是知名品牌，最后还是感觉空间小，维修保养也不划算，虽然森林人维修也贵，但驾驶感觉是没得比啊,外观,1,好看
BaFdXcWgAOQCNimo,相比你的马自达，颜值差，动力差，油耗高，异响多，操控差， 08年的一旦维修起来配件要命的贵，必换的一套正时大概2000多。除非你懂修车，会找拆车件。08年的国三排放，将来出手都不容易。2.0的应该不如你的1.5动力好…唯一好的大概就是空间大点吧，通过性强一点，否则真没必要换车，09款车主真心话…,外观,-1,颜值差
RBtJIyiqs8UZbvAC,等新crv上市再考虑买不买！现款太难看空间感觉比森稍大一点,外观,-1,难看
8LtIGiA0KOUzqZDs,斯巴鲁全球执行统一品控标准，美规、日规、中规版本基本一致，外观和内饰及配置方面略有差异。国内斯巴鲁销售基本由庞大集团垄断，所以选择性比较唯一。,外观,0,
yBczdNFpVAGXfJgj,原来我也想买发现神行的，觉得外观好看，品牌过硬。但据反映小毛病多，而且比森林人贵不少，最低配置根本看不上眼，全时四驱也不如森林人。所以实惠点还是森林人，要地道点的路虎得顶配级别的，这价格就差别大了。,外观,1, 好看
c1dVuZrCQTb0n5YI,配置款式都很好，个人觉得踏板多余，容易弄脏裤腿,外观,1,很好
jx67IQbKegXVn29w,建议17奇骏至尊，新款的外观、内饰肯定认可度高，主动安全配置比森强，日行装逼利器和后排出风比森强。我也中途插看过奇骏，但是我个人不喜欢日产这个牌子，说服不了自己深入下去。。。,外观,1,认可度高
d8iTSu5GgQfwYFx6,说得好! 我给家里领导也是这么说的.听完的我说的，她总结到:你买了辆外观丑，配置差，噪音大，还颠的车?我说把钱花在看不见的地方的车才是好车   ,外观,-1,丑
mlNorczdJFvPExIY,我也在纠结这个问题，2.4高性能版本据说是通过JEEP越野评级认证啥的，挺牛的，配置非常高，但是真心外观太小，森林人感觉综合素质要更棒，说归说，仍然纠结中。。。,外观,-1,小
KcEvYO9XIrsJu7C6,尊贵性价比高，少的配置后期再加也不便宜，还折腾时间，其实主要看你在不在意用那些钱买尊贵的外观，要在意外观就果断尊贵，不在意豪华就挺好，要么上特装也不错,外观,1,尊贵
LZyFwfO2IUaS7P8k,外观和内饰改动的不大么，外后视镜挺炫的，不知道动力总成怎么样,外观,1,挺炫
IFEhVANgacm8f3Hx,是啊，外形改改，内饰改改绝对牛！现在这外形很中庸。而他的内在没有机缘接触过的人很难去理解他    ,外观,-1,中庸
hoKEiqnSzjXvrI8P,我来解释一下吧，帕杰罗劲畅和超级维特拉在内饰、油耗、操控上均完败在一众日系城市suv里，外形被人的接受度也不高，并且在国内长期没有换代，而且更重要的是三菱和铃木的四儿子店稀少。    ,外观,-1,接受度不高
4p7LktXQiPr3ocCw,我选森林人，是觉得森林人正和我的要求一致，从外观到内饰、底盘高度、全时四驱、安全性、进口车...也是奇怪了，在我的30万预算内，真找不到第二个，是啊，要是预算五六十万，肯定买宝马...森林人的内饰是简单，但实用、没有无用的，免得满屏幕找信息...正面看森林人有些窄，要是和Q5一样宽，就更好了。侧面很好看，宝马也是这样的外观...    ,外观,1,要求一致
M3qbtLYkFUvIrjug,5代机，按理除了平台、外形内饰升级外，动力也应该顺应时代增加蜗轮机比率:2.0入门、1.6T主打、2.0T顶配。不过话说回来，斯巴鲁主要市场在美利坚，他们更喜欢自吸2.5、3.0、3.6。。。之类的。,外观,0,
4z5mDQt68BFowvke,刚提的2.0豪华，时尚就是外观时尚一点，多个尾翼和轮毂，内饰就多个拨片，2.0小屏幕显示比起2.5少太多功能，个人对獠牙前脸，换挡拨片也不是很有感觉，要是当时有2.5的钱就汉兰达了，所以，适合自己的就是最好的,外观,1,时尚
ULGEAKnOdD1pNu7I,肯定等新款，这马上换代了，外观大改，内饰大改，四驱系统升级，发动机升级，听说还有小排量涡轮，等换代车型出来，选择多了，买车就不会有遗憾,外观,1,大改
IR9isDblL3knqVXS,你去网上看，外观大改，内饰跟新款翼豹内饰大致相同，动力跟四驱都有所提升   ,外观,1,大改
Rf38m1BdtXxYoHaC,城市拥堵路况，昂科威1.5T会省油一点，内饰、舒适度也是昂科威的强项，但是它的精华款是2.0T的，与凯迪拉克同款机芯，美国品牌车重，要动力必需2.0T，当然价格也很美观。缺点么，1是外观不年轻老气，2是叫啥销子的质量隐患，有断轴风险。从楼主描述来看，天朝特供的昂科威更适合些。,外观,-1,老气
xVjlafAcHEhGZgdU,当然选择森林人，外观方面仁者见仁，我觉得沉稳大气，不容易过时，内在更不用说，全时四驱，水平对置发动机，日本原装进口，用过你就知道性能有多好，唯一不足的就是内饰，略简陋，武汉市区也较拥堵，百公里油耗8.6L，高速跑100-110之间大概6.5L左右。,外观,1,大气
pDVJ3h6gO2vtXeqM,遇到同类了啊，我也是喜欢蔚揽跟森林人，心理更喜欢蔚揽，但是呢，销售那里价格下不来，要是再降一万我可能就买丐版的2.0t了，森林人呢，我同事好几个都是斯巴鲁，xv多一点，这个16森林人视觉是没有蔚蓝好看的，我个人觉得还没前两年的耐看，但是通过性高啊，四驱啊，再说了，最要命的是跟销售聊得火热，我是个爱面子的人，下一个车目标就是蔚揽R，贵个几万，没办法，谁让喜欢呢,外观,1,好看
WlqbdziEtaOKw89B,很抱歉之前的没说明白这几天也是乱了，2.5那个真是很喜欢，但上面说的入手的小森是12款2.0的，才1.8W公里，那个叔叔真精心，我也是城市用的比较多，外加米还要节省点没入标题说的2.5，虽说现在这个2.0动力很够用五人满座起步超车很自在，但看看那个2.5还真心喜欢，外形也更生猛，轮毂漂亮。努力赚米吧！,外观,1,生猛
HjV4WoUetQNOXAcK,那车管所过户时，行车本，还有机动车绿本 发票 车辆的名牌都是2.5的 开起来动力 也是随叫随到 肯定不是2.0 不能单凭外观看    ,外观,1,好看
IhzXwCRf28MjAt4d,当然你喜欢尊贵外观的话 那建议你上尊贵 如果无所谓的话豪华或者特装比较实用 我刚入2.5豪华当初我选择的时候跟你一样纠结 还是建议你看看实车吧     ,外观,0,
D4wHPJtyp3AXgkU8,很普通般的外观板金补漆，找个熟人快修，几小时OK    ,外观,0,普通
tpuQfaM1BDjZ3r9z,提的豪华，我后悔没提时尚主要是外观。一是獠牙日行灯多，豪华淘宝只有原厂的。二是尾翼，觉得SUV就得带尾翼。但整体外观来说，还是觉得豪华的好看。自动头灯，感应雨刷，换档拨片无所谓。,外观,0,
LJqn0lbmR6wWNf3s,恭喜。喜欢特装。但外观减配了。,外观,0,
gdSni28qM3eRJPVr,外观12除了后视镜不一样外。就是中网。中网12的是分体的08是一体的。但是俩中网通用。发动机不一样。,外观,0,
L1n57IdpGmshCDjx,说实话 从外观一般人就无法接受CRV，那个驼背实在太难看,外观,-1,难看
tkBdNXvhKJnVxwFH,2.5的在市区行驶和2.0的区别不大，但是高速上就不一样了，2.0的后段提速乏力，还有就是满载爬山的时候2.5的比2.0的轻松多了。外观上2.0的是用的2.5高配的獠牙脸，18寸轮毂，有尾翼。但是大灯和c型示宽灯都是卤素光源，没有随动功能，看上去很挫。2.5大灯的是led远近光一体 led示宽灯带随动。另外2.5的多了副驾驶电动调节，和后排座椅加热。    ,外观,-1,挫
tvYkXMsEl6rOFBVf,所以挺纠结的，2.5上不了顶配，外观就差太大了     ,外观,-1,差
pVkNc4bnDmxFJaE0,尊贵版就比豪华版多了一个獠牙外观、一键启动、电动尾门、18吋轮圈，獠牙外观可以解决，以后对准一块石头撞一下，再去4S加点钱换个獠牙。   ,外观,0,
kMR3PshBKZeQGq6d,这点小事还联系店里，不信你把车升起来看看底盘上喷涂的也全都是这样的蜡。    ,外观,1,
nL4N16eVK8HJFMbs,车用船运，为了防止海水导致锈蚀，在发动机，底盘等位置会喷很厚的海蜡，可以洗掉或置之不理,外观,0,
hcgXT3J4eWLNGnu0,真想把天窗取消 有天窗影响操控，还不如没有,外观,-1,取消
PKeUvILOs6M3pYBl,新指2.4高性能，不如搞自由光2.4专业版，2.4虎鲨发动机和9AT是一样的，价格上浮也不多。新指的尺寸小了点，感觉新指比老指降了半格。如果不喜欢自由光的咪咪眼，新指和森林人二选一的话，尺寸、空间、视野、油耗、操控、品控还是森好，动力自合、外观、内饰是新指好，轻度越野能力应该差不多。,外观,-1,
1n9jNqbA4BHIiP5h,喜欢空间大就管道，讲究面子就途观，注重操控和轻度越野就森林人。,外观,0,
jxDVBX3LIefzvZCi,我也试过，感觉车内后视镜很难动，都不记得第一次怎么调到合适的位置了 现在调了座椅位置，想调后视镜，感觉掰不动     ,外观,-1,掰不动
S8s3q4uaJ1KEgWUj,真的作用不大，因为整个车身都暴晒在阳光下，遮阳档就是一个混淆概念的产物    ,外观,1,作用不大
oA7PFrBwlhMcmJnt,车身没降低，降低一点就好看了   ,外观,1,降低
emu386kPFtN0zInw,就外观的区别了，不过真是让人挺纠结的,外观,-1,纠结
1PnyYpzDg7N8fBLd,很凶狠的前脸，不过我就买了xv呢。预算不够。,外观,0,凶狠的前脸
CHw6my9VDOX0o3dc,豪华版得都是不带前脸獠牙的吗,外观,0,
kCqOHaomjMIhexuT,我要是买，也选银色。银色耐脏，黑色显小，白色就得勤打理，适合勤快的人。这种都是外观，美有标准吗？木有   ,外观,0,
UAj2t1QPXKOfvC6c,外观显得低而已，进气口高度全系列一样的。,外观,1,高度都一样
Kiso3NchZUHyCVvp,重新上传图片，应包括远观图（可确定位置）、近观图（可分辨插头外观及类型）,外观,0,
SqfW5FeUtPR6axo8,森的空间大吧，怎么就傲虎空间大了？我只能说，两车差别其实就是现款的价钱，傲虎电子设备多点，我估计森加上电子设备的话价格应该差不多。但外观个人喜欢森。最终也选了森。,外观,0,
GQs2jr0dABpyfHYo,下地多少？看其它车型都不怎么满意.唯独森林人外观跟内饰都比较对口味.就看价钱了.要不然就只能降低点买其它合资车型   ,外观,1,对口味
D9p73bWkAMiwq0oR,9016和飞歌的胎压不兼容，9016胎压得单独买，并线的或者独立显示的都可，我没再安装。14款跟13一样的 安卓可以换 而且可以做到无损，不过目前市场上的专用安卓机不太好用，即便是8核的2+32，专车专用的无论什么品牌外观都一样，只是配置的区别。你可以看看极豆的高配和永盛杰的高配，首选极豆。   ,外观,0,
u3VOS1XFg4fkm9xr,已定车了 额 车这东西我自己想法不太一样 是拿来用的 没什么新不新 旧不旧。要不是因为家里人阻拦 本想买二手老款 更喜欢那外观. 至于什么平台 感觉这车配置上这个价格已快极限了 再提高估计加价. 那么我估计也不会买. 所谓的大换代 算了. 看看老款换之后的 至少外观差老款. 现在很多人还想着买老款2手呢 所以我不是什么很懂车的 对这些不太强求，也就不纠结这些了.    ,外观,0,不纠结
Wvo7BkYSeExPnDqt,不太清楚豪华和尊贵的配置差别，我主要是看中尊贵的外观，配置什么我倒不太在意，买森林人主要是看中它的三大件    ,外观,1,看中外观
dpwbGHec5YyhnDPN,过奖了……轮毂上18足够了，从外观到实用……    ,外观,1,  
POx9KTetoQC0kgys,请教，2.5尊贵导航，与17特装有啥区别（除撩牙前脸）？在之家车型对比配置看上去一样的呢！ 谢谢先,外观,0,
1VjIouJYwQNyHzWG,我刚在义乌提的2.0最低配，裸车下2.4W，送了个前挡膜。17特装没什么区别吧，感觉前脸还是16的高配好看,外观,0,高配好看
YGC5Uvn8axo6bWsH,09的外观不错  个人比较喜欢,外观,1,外观不错
I50Dbie4jrPJKzty,视野好，底盘高，外观耐看。,外观,1,视野好
un3q7bRBxi9U5grN,18款新增ES，外观稍微变化一下，其他变化不大，新XV的底盘很厉害，未来森林人也会用这个底盘哦    ,外观,1,底盘厉害
fe5LY7uUnFAoycdT,楼主你换17特装吧。是海八路那个店吗？我也在那里买的。如果当时有17特装我肯定买特装了：一是我觉得特装版的前脸更好看，二是特装版方便换at，三是电尾速度慢个人不喜欢用，四是想要的特装都有。你可以去仓库看车的，看生产日期，定下那一台，否则就不要。我去仓库直接看了最新的一台茉莉绿，就定了。价格也是落地32差点吧，保险9000多。既然你还有考虑es，那可能你对越野没什么要求，那干嘛不上傲虎？,外观,1,前脸好看
6ojRB0PAa2LlqK83,前脸参照新的XV，内饰也参照，尺寸应该 50mm不是事儿，途观都已经拉到中级SUV了。。。,外观,0,
O4lGHFXmzasT17eJ,外观是一个方面，现款的魂动我都觉得很漂亮了，就怕通过性不好，离地间隙倒不错就是接近角太小，我喜欢摄影有时会跑烂路。    ,外观,0,
rf2MuGVswT8SIn3x,18款 豪华最划算了 如果对外观没有特别的要求,外观,0,
BgYNX6yGkHpSOqiA,这价位各种合资suv也都不差吧，斯巴鲁也就水平对置发动机和全时四驱是卖点。动力，配置，外观和内饰都是硬伤,外观,-1,硬伤
qjV9iNKeM0r4CPwm,荣放试驾感受没有森林人好，总觉得少点什么，可能是不喜欢这种驾驶感受普通的车，但是荣放的外观确实还不错，黑外黑内，还挺有感觉的嘛,外观,1,不错
5Mr6FDoE7xwtVv23,方便传一下外观照片吗？想装一个！谢谢了！    ,外观,0,
WUtelFkn8bKdv51E,目前老V6天籁，想换SUV明年初，考虑森林人和丐版四驱沃尔沃本来一直关注五代森林人的但动力和外观让我动摇～等上市看,外观,0,
mMTbrzUF8RwecNXu,因为之前试过在转弯调头的时候有一种一颠一颠不平衡的感觉，再后来车子就出现40时速抖动了，不知道两者有没有关系呢？其实如果确定是半轴的事情，就换了就免得烦了，但店里又说外观看不出问题，不敢确定，又没建议我换，可能是怕不是这个问题，换了解决不了这个情况。    ,外观,0,
RkzlMrWLejwS9iN7,根据楼主的问题，提车首先检查车辆手续发票，然后检查内饰和外观，最后检查线路和各油位，如满意请采纳,外观,0,
D8FlSfQeo2ZOI7nM,森林人毛病悬了，小名叫抖森，呵呵，丰田车世界范围内都是耐用的代名词，2019款丰田RAV4你值得拥有！这辆车无论车型，还是动力，以及安全性，还有四驱系统都秒杀2019款森林人！,外观,1,
igmU5fBaKJDIHsZP,确实，看着新款RAV4的外观感觉很是硬朗，等有了实车去试试，看看怎么样。之前我就是在这两款车里面选择的，选择森林人是操控和视线比RAV4好很多，看看新款怎么样吧,外观,0,
dIQY3etxX5ypWRCa,但愿2019款会有改观吧虽然外观没有变的更耐看    ,外观,0,
pDJBrPwELV2dI4m7,16款算是现在18款的雏形了，除了轮毂不一样以外，其它外观内饰基本没啥区别，如果二手车三万公里以内的话20～21万左右我觉得合理    ,外观,0,
eYSIOC2UHE9AFrkg,谢谢老兄解答，请问你车多少公里了？是2.5的吗？还有2.0时尚外观上次档次    ,外观,0,
n9G5PM1s4SdulmhC,就是要让你纠结，然后买贵的，我就是纠结外观和排量，最后买了2.5尊贵,外观,0,
ic7wTCAOuzlef3Nj,据说19森林人有很多黑科技，日本已经有新森林人的照片了，外观挺漂亮的流线型外观，混动车型据说一箱油跑1000多公里！拭目以待吧！看看是不是真的,外观,1,漂亮
hunNPWxRzpIv8DCr,看起来外观大，但是内部空间不大啊，但是座椅比较厚实，坐着舒服，高速巡航一定很舒服吧   ,外观,1,大
jRIF6kzxpQy2vL4H,看你是不是外观控了2.5豪没有经典的獠牙前脸和尾翼，2.5尊有。另外就是其他的电子配置了 我觉得豪的性价比高,外观,0,
x91BTQWthXgOqGRc,这2款都还好吧，个人感觉还是现代新ix35好一点。外观比较合我眼缘吧，时尚大气，而且整体的空间真的是相当的可以的，后排轻轻松松坐下三个人没有一点问题。还有操控方面也是比较轻快的。配置也不差。,外观,1,合眼缘
eaU3uqH8XNQ7tlPx,马自达说是有一定的优惠，但肯定不大，森林人优惠八千是有的，价格方面肯定森林人有优势，但是排量和外形还是倾向马自达    ,外观,1,
wNgP7RpCtS8IhXUM,同事刚好提了一辆2驱的，除了外观，坐上去车的内饰塑料感比我14款森林人还严重，味道大就更不用说了。,外观,0,
LO8JIKGrzHSR1Xbe,低气阻，无堵塞，号称旋涡式分离器，外观做工不错，应该是个专业厂家生产的。,外观,1,不错
OeCKBDAF5Jkm9IUz,外观很好看，很有气质，空间也挺大的，动力非常不错，,外观,1,好
QJR546NKTaqPhGkt,银子决定配置，2.0的足够用，2.5的动力更足。xv的2.0比较森林人2.0动力感觉好点，但是xv的外观漂亮，时尚,外观,1,漂亮
4Ffy8gkCiDqPneUY,时尚多了个换档拨片和外观略有不同之外跟豪华没区别，2款车性比价豪华要高一点    ,外观,0,
sbMlD91vN36cBVmk,新款森林人外观改动变化不是太大，但还是整体有一些改变，最大的变化还是配置和内饰上面，你可以多看一下汽车之家等专业的网站，上面现在已经有日版新款森林人的试驾体验了，你可以了解下,外观,0,
NAXHwRe71GFjKnDl,16款新车就刮了啊，心疼,外观,0,
QpDhER23lzJyr4VW,这玩意随便某宝某东买个喜欢的颜色和样式就行，没啥区别。,外观,0,
tuMlronA1aBwPNje,主要取决于你喜欢什么颜色,外观,0,
bTmROwMDBxyao70z,其实这颜色不错，不过天朝雾霾那么重，这种比较暗的颜色有点吃亏   ,外观,0,
i0lnMENJT5euBVaF,我从你照片里就可以看出来。你这车灯是副厂的。10年的灯到现在应该有一点点发黄了。这价格我看够呛能没事故的车。别听贩子给你讲故事。讲的越多故事就是事故。,外观,0,
qe7l1Jtapd05FXVW,选装漆是高温漆，喷漆的时候是白车身高温烤，补漆只能是低温漆，跟产地没关系。,外观,0,
4mSHNIaFWKMi6pd8,我的这个颜色不好调，店里说阳光照射下发点紫，说国产漆工艺还差点事    ,外观,0,
76yfMxLTe5BupJzO,车副驾驶边上的铭牌有颜色型号，然后拿着这个颜色型号淘宝找代购原厂补漆笔！补漆笔其实就是一小瓶颜料，颜色应该没有偏差的…,外观,0,
fXo8uISE5jU4KWet,我在4s喷漆两次效果还可以，都是现对颜色。    ,外观,0,
PBRcOWteEvxbDYwS,4s的备件是灰灰没喷漆的那种。我被女司机撞了左后门（还好只是蹭了，没伤车身），在4s换的，说多了都是泪    ,外观,0,
Ku5JrbXROFqelg4Y,我只改外观和内饰，就为了好看，不行吗？    ,外观,0,
zZnCIEdaPRu2oOjS,谢谢大家。2.0时尚大家都买啥颜色的？问了四s现车只有银色的。,外观,0,
prgwY9jadEqtBL61,肯定森林人了，和总价相比多不了多少钱，但是空间和外观差很多的，一比较就看不上xv了,外观,-1,差很多
uKdvLxD7cp6FJGne,我也准备买银色，我现实看过颜色很好看，不知道2.5低配银色如何,外观,0,
C36zsuRadpeX1ofL,我就选的是蓝色，，不过个人有个人的喜欢。最重要你喜欢什么颜色就可以了，不要在乎人家的感觉。,外观,0,
lgrs3H9mh8CONMdR,楼主可以淘宝上买一瓶喷漆或者喷膜（能撕掉的那种），然后给开关的面板卸下来喷黑，真心佩服这改装，外观的确有点突兀   ,外观,0,
tqz3Ur1YRjkOEA8o,用一段时间考虑tcl的金属拉丝面板系列，外面只有2mm的突出，相信外观很很大改善，不过那个系列的指示灯都是和开关一体的，不好处理这个指示灯。   ,外观,0,
DpAI1cSOtEqUCm5e,可以改，但是R17的胎噪和省油的效果很好，R18就是感觉外观好一些，本人观点，不知道对不对,外观,1,好
4270vK1dbA8okSPH,这是什么颜色？看起来有墨绿的调调,外观,0,
BK0a6zeH5y4P9DAF,座椅放倒也跑过，还是有塑料摩擦声音。车身倾斜越大，异响越大。   ,外观,-1,倾斜大
IJUV59b2uQeLBhwd,现在二线城市貌似还订不到这个颜色    ,外观,0,
TvFz516jUVBLs3tH,斯巴鲁一定要保持自己的外观…下一辆还买它,外观,0,
RVcPjX0fiygYMB96,我还真跑过，高速公路的作业面能上去，但承载车身长期跑肯定受不了。,外观,0,
cFeJ4bO0oUdzaML7,图片二的茉莉珠光绿颜色，很符合原车   ,外观,0,
kzpLNrjlKiT2hduv,除了白色的漆不是金属油漆，其它的颜色的都是金属的漆面的。,外观,0,
T3gUZo2uxmhWFryM,我的也是这样，总要顿一下，可能是车身高的原因吧？,外观,0,
5uarzAJvB063Io29,我在等2025年的换代森林人 ，对于外观，只希望尾灯别变太多，超喜欢现款的尾灯，方方正正很硬气，总觉得一长溜的尾灯有点点娘,外观,0,
GTBU0j53zv6WsFQJ,这颜色好看！内外都是！,外观,1,
r4TdeuICRjzMUH8Y,车身刚性杠杆的！更多的，大家自己看，森林人值不值！！？,外观,0,
z4pxWgBduiam6OUX,荣放外观是可以接受，就是室内味道相对大很多！所以一下子比较失望。   ,外观,0,
IyRWFEvfeHKtlZL8,非承载车身都是硬邦邦的感觉，毕竟牧马人的主项就是越野，其次才是城市代步。   ,外观,0,
utN65jUe7mxLzl4s,完爆森林人。低速四驱。短车身。,外观,0,
PZ9rAjJdXCyBVe5T,除去灯光的颜色影响  好像是香槟金~  属于浅一些的颜色  配这车还行！,外观,0,
Q4tipwJkRPN6yBIE,打算入手小森，坐等19款上市，至少车身尺寸也大些,外观,1,
NTDik8abHrUqV6xB,你好，SE是啥颜色的？,外观,0,
qgBzSYCtUK5dQbuZ,按颜色分的，买绿色的就行。一套一千多挺贵，不过感觉脚感不错。    ,外观,0,
Lo0AXE9C3B7ZmSsa,高速上130定速巡航，睡着了，车身左侧擦着中间隔离带，万幸角度比较小，不然后果不可想象,外观,0,
v93xhpwWVuLr5D8o,不会试着三款车。不喜欢广汽菲克的Jeep，奇骏太平庸。酷威就更差了，难看，车身过于畸形的长，动力总成也不咋滴,外观,-1,难看
saAvO2GCEo7tuj1H,楼主你好，建议查看一下说明书，或者车身的标注，厂家出厂前就已经明确了使用什么汽油标号的问题。你就按照厂家推荐的标号加就可以了。,外观,0,
xOVKhcTj1HAutn6v,车身的标注？你撕开破黄纸看看，里外不一样,外观,-1,里外不一
Vxg6Dz07haUBuL8Y,贴上轮眉吧，就这点伤重新喷漆，瞎了原厂的车漆啊,外观,0,
EDiGkXdsb3eJVACI,我也装了，自己贴的，效果不错！能起到保护作用，一次老婆开出车库，直接挂掉后轮一块，未伤车漆,外观,0,
O0YH89QoTJxSWUhv,那是车身强度不够啊，森林人车身强度不至于吧,外观,0,
uplLcsoQYhq4PC0v,可能是车外发出的通过车身与转向机的接触传到车内，有可能来自发动机上的执行电磁阀，自动变速器的话阀体内的电磁阀劳动时的声音。,外观,0,
elsKQyO58V0XEZng,我正在收一步，有点不解的就是怠速情况下，车身有点发抖，什么原因？,外观,-1,
