,content_id,content,subject,sentiment_value,sentiment_word
578,Y9XTcdtxahGfBCpF,其实我特别想知道，怎么能把我这靠垫直接塞到座椅里面    ,内饰,0,
629,Ddq5i8WUb2x1weoF,我的这个位置不一样但是差别不大。但是有其他地方偏差大的。开过不少车，我发现车子这种大件不能用工艺品的眼光去审视。豪华品牌之所以豪华就是这种细节做的漂亮，价格也漂亮。 森林人还是属于破破的那类车，我只是觉得开起来爽所以超喜欢，其他好像都破破烂烂的,内饰,-1,破破烂烂的
633,lf9hQWOmDcKXYwjC,基本上2014前以前的CVT车型都烧机油，可以索赔发动机中缸吧，好像是，我觉得你别收森林人了，添点钱买个新的低配的CX5 或者奇骏，不错的选择，森林人行驶质感一般，坐上悬挂硬不舒服，尤其是后减震，路噪大，内饰有点糙，中控有部分异响，后座位内饰板容易开裂，CVT 变速箱有啸叫。开了3年的森林人老司机坦诚告诉你。,内饰,-1,有点糙
655,WDhcBPNdoQS713x8,在我国 外观大气内饰豪华后排能跷二郎腿才是好车,内饰,0,
670,8RBaKdC7PGogSHMJ,雷车，性价比高，内饰做工好，想当年要是预算够了我会买nx,内饰,1,做工好
687,HytrRZCSNVaxPo91,13款10月的2.5，除了半轴异响还没有发现之外，其他的和你一样，烧机油是8万开始的，3000公里1升，爆震1万公里就开始了，震到现在，各种能试的方法都试了，现在已经放弃了，4S店要给免费换中缸，还没想好换不换，就怕换了有别的问题，不然就等发动机报废了换车了，座椅不是真皮的，是革的，也裂了，都一样。,内饰,0,
691,yeKcsR7WLuT02abD,皮座椅侧面开裂和后配右侧塑料件断裂都可以索赔，我也都碰到了，也都索赔成功了。,内饰,0,
708,NdrILlaPXi0QuEwn,13款10月2.5的车，驾驶座侧面皮开裂遇到了，爆震和烧机油暂时还没遇到,内饰,0,
748,RKfHy1B2qUhLTgtv,最近广州车展准备下手2.5尊贵，内饰黑色，外观银色或者蓝色，现在看到这个绿色又多了到难题。,内饰,0,
868,5TjADNyE8LH2uzU7,是防火材料吗？增加隐患,内饰,0,
904,KogfcpkZ1YvXsRLM,K5轮毂，屌丝气质，但目前这车内饰空间是我坐进去最放松的，没有之一，就是2T太贵了太贵了太贵了,内饰,1,坐进去最放松的
913,C5RL2mkDFgiGxy1X,机械上不容易出什么大问题，但是电路上的确时间久了容易出问题，因为斯巴鲁做工实在太差，线头链接包裹都差！,内饰,0,
937,GUIupX5Mrj98Vdol,这么一点儿伤估计不会给你换门吧，能换就换，实在不能换，要钣金然后喷漆，做工好就可,内饰,0,
943,mpLYIgyNS890ioM6,刚刚10wkm换两个。自费1800元。材料 工时    ,内饰,0,
1016,4IgJrP1kyRj7fmao,座椅中不溜吧，不好也不坏,内饰,0,
1095,IiYRhHz1W4xAoCg0,才半年的新车，碳纤维材料的是会屏蔽信号的 很多友也是这样子    ,内饰,0,
1162,pysamriCg2B3xTIo,CX-5不错，就是不是全时四驱的。但贵在是国产的，价格便宜，二者相比而言推荐CX-5。若是美版的CX-7国产的话，是个不错的的选择，估计售价和森林人差不多，外观内饰发动机都不错。,内饰,0,
1268,PflHOdAUnXIjo2WY,这个价位，又要四驱性能、操控、内饰、隔音、安全、豪华全都到位，那人家破鞋买给谁去？,内饰,0,
1292,Yvf53sQUHFSem7NE,加的内饰会有反光，影响驾驶～,内饰,-1,影响驾驶
1316,IsdMHpBZ0SYPygi1,我当初也是这两辆车在选，先定了傲虎，然后第二天改成了森其实傲虎比森油门响应快，门和高速过弯没感觉又多大差别，应该差不多，傲虎隔音内饰要比森好点～eyesight很有用，建议有条件一定要上！但是森的视野太爽了，老婆开过念念不忘，家里第二台车，也不是太在意空间，所以第二天就改成森了……,内饰,1,好
1318,vfhMisDUWg95VR7c,您说的对，预算没问题的，主要就是对斯巴鲁特别喜欢，本来家人让选GLC的，但对这车的空间和过于豪华的内饰不感冒，我也考虑下XT，感谢！   ,内饰,0,不感冒
1338,HmQF6KOEoDa5IBqZ,如果汉兰达不加价，不实行SB的饥渴营销，我就买了。现在想想幸好没买，一是七座用处并不大，二是城市驾驶森林人要爽太多，三是找停车位时少很多麻烦，四是经常自驾游森林人是最好的选择，五是操控、四驱、通过性汉兰达无法和森比。虽然汉兰达的内饰做工、空间舒适、保值耐用、综合性价高等优点也是森林人无法相比的，但这些都掩盖不了森的主要优点，还是森林人适合我。,内饰,1,保值耐用
1344,Tb3uH2Mck1DWRKsU,谢谢。还有就是汉兰达的空间，虽然内饰面包车，但是空间真的是    ,内饰,0,面包车
1359,p8NQmMkiBH3nWgRD,探界者如果不注重内饰材质的话可以考虑，动力好，配置高，空间大，但是内饰全塑料。    ,内饰,-1,全塑料
1374,8LtIGiA0KOUzqZDs,斯巴鲁全球执行统一品控标准，美规、日规、中规版本基本一致，外观和内饰及配置方面略有差异。国内斯巴鲁销售基本由庞大集团垄断，所以选择性比较唯一。,内饰,0,
1387,AglCNILGcW7rje01,比较了很多车，森林人在我的承受范围内是最满意的，我喜欢简单的内饰，不喜欢太多无用的配置，全时四驱非常符合我的要求，开了一年了，挺好的。就是纳闷为什么斯巴鲁销量那么低，我们这里却很多开的，我们小区就有七八辆。,内饰,1,喜欢
1402,qmw8srnPhlZvX4M2,蔚蓝的做工还是不错的 ！ 不过要上畅行，配置才算丰富  畅行的价格 可以上傲虎了！ 畅行有acc  傲虎有es 各有千秋  确实纠结！ 哈哈,内饰,1,不错
1413,5GQ7wPk6jc8BzrMu,这车是30万内，城市SUV性能可打95分，内饰只能打60分。配置的话打上80分(比上不足，比下有余)。    ,内饰,0,打60分
1417,B9qkMFJDzgv2s37i,森的配置是不咋样，但是国产车和进口车的质量上我宁可相信进口的。不看内饰，需要的是这个价位上的安全感。   ,内饰,0,
1430,jx67IQbKegXVn29w,建议17奇骏至尊，新款的外观、内饰肯定认可度高，主动安全配置比森强，日行装逼利器和后排出风比森强。我也中途插看过奇骏，但是我个人不喜欢日产这个牌子，说服不了自己深入下去。。。,内饰,1,认可度高
1440,Mg9mWu8Qvf74aDVy,要我的话首选森林人，皮实耐用这是最重要的，其次我选途观，途观的销量就凸显了这车的价值所在，冠道就算了，可怜的配置还加价，我宁可花20万去买长城的VV7，虽然我现在这几辆车任何一个都买不起，但是也无法阻止我评论,内饰,1,皮实耐用
1456,DnlSNJcxOI0Zz7P2,三大件都一样，不追求大灯轮胎等配置，豪华就可以了,内饰,0,
1474,i0cSNWX6GdElYbpR,没等到2018款大改款出来再买会后悔得不要不要的，鹰眼，内饰，噪音，乘坐舒适感，音响全面提升得太多太多    ,内饰,1,提升太多
1476,vrb3RuifzwN12YZJ,可以拆的 要先拆车顶内饰，里面是有螺母的,内饰,0,
1477,QHdqVOm1XiJnR243,傲虎内饰好看，高科技感觉强于森林人，但是森林人操控还是很舒服的。另外傲虎贵了点，看你手头资金多少。我当初也是纠结傲虎和森林人，傲虎内饰吸引我，但是傲虎的行李架实在丑陋的一逼啊。我是外貌协会的，所以选了小森。小森还便宜。   ,内饰,1,好看
1481,MIpGHlEmJ5Xz7qsN,看你个人咯 觉得需要一键启动 肯定就是特装性价比高 比较还有一个电动尾门，我选择豪华版 因为我个人喜欢钥匙，不喜欢一键启动的 还有电动尾门实在太慢，内饰更是选择黑色，刚刚好符合我的标准，就是我老婆想要电动尾门。,内饰,1,符合
1483,LZyFwfO2IUaS7P8k,外观和内饰改动的不大么，外后视镜挺炫的，不知道动力总成怎么样,内饰,0,
1487,pvyc9VwrkgbmXKE4,最大的区别是森林人FB发动机烧机油、爆震、风噪大、内饰简陋.......，这些神行却没有,内饰,-1,简陋
1488,1OoByxSb6fAqv3wI,看完了，看的途中在思考错别字都这么少，难道是百度解析复制过来的--我理解力不好，物理学得不好，大致意思知道了，记住了楼主大哥的一句话，森林人为了控制成本，内饰投入差了，是有原因的，大哥就像是我们读书时的特级教师一样，下面学生没几个，还没有好学生听课,内饰,-1,差
1489,JZ0XSDBcUtx5ONHb,楼主威武！森林人内饰是差，不过我忍了！北方冰雪路我用好几次了，值啦！,内饰,-1,差
1490,ePFQ7UcwnXGYgvDq,Lz，内饰是用alcantara皮包的吗？,内饰,0,
1492,IFEhVANgacm8f3Hx,是啊，外形改改，内饰改改绝对牛！现在这外形很中庸。而他的内在没有机缘接触过的人很难去理解他    ,内饰,-1,
1493,A2orMEXvIaiNO4Rd,内饰改了也不够，斯巴鲁的底盘质感缺乏高级感，走一点颠簸里马上就能察觉出来了，底盘给人晃和单薄的感觉    ,内饰,-1,改了也不够
1495,hoKEiqnSzjXvrI8P,我来解释一下吧，帕杰罗劲畅和超级维特拉在内饰、油耗、操控上均完败在一众日系城市suv里，外形被人的接受度也不高，并且在国内长期没有换代，而且更重要的是三菱和铃木的四儿子店稀少。    ,内饰,-1,完败
1499,iU6wpSYePTCEQIGf,昨晚看了视频，是驰鹏的换代！18年上，全液晶面板，内饰还是很不错的,内饰,1,不错
1500,2B5EXk4ZDgcbIOuL,根本不是森林人，就凭这内饰就不是,内饰,0,
1501,ubev3zBJxMksXIiP,2017特装版，我已经提了。在2.5豪华基础上加了一键启动，棕色内饰，电动尾门,内饰,0,
1504,K9LPZOENYnyvzRHm,主要还是买车时太急了，没看，之前看好傲虎，最后还是注重了内饰氛围和舒适性，不过让我重新选的话，我会忍痛放弃科雷傲选森林人，毕竟新科雷傲真的是好车     ,内饰,0,
1506,plY5WL1XbnrSKEju,既然这样说我不建议你老婆买这车，内饰颜值比这好的多了去了 q3 gla 都适合女人开颜值内饰品牌都高 你说呢？    ,内饰,0,
1508,4p7LktXQiPr3ocCw,我选森林人，是觉得森林人正和我的要求一致，从外观到内饰、底盘高度、全时四驱、安全性、进口车...也是奇怪了，在我的30万预算内，真找不到第二个，是啊，要是预算五六十万，肯定买宝马...森林人的内饰是简单，但实用、没有无用的，免得满屏幕找信息...正面看森林人有些窄，要是和Q5一样宽，就更好了。侧面很好看，宝马也是这样的外观...    ,内饰,1,要求一致
1511,jafxG4q6RmIT3Vog,内饰简单不豪华，高速动力过120偏弱，无usb接口，目前就想到这些   ,内饰,0,简单不豪华
1513,2l3cDUAdX4QZK0tz,我一直认为斯巴鲁的内饰设计才叫车，别的牌子那是叫家具和电器而已,内饰,1,才叫车
1514,orRsa3ed1FMTDjbO,就是2018款xv的内饰嘛,内饰,0,
1515,7RJlX8CP6I0vxiNu,那这十佳内饰评的也太水了,内饰,-1,太水
1516,nBxIXZ0uiD9CQtKJ,900不出奇，alcantara皮本来一米就要2、3k！一般是法拉利保时捷这些顶级车的内饰供应商，而且还是选配升级内饰的这种才会用alcantara的皮…… 其实不是真皮，但是比真皮还贵……摸过一次，手感确实爆炸……   ,内饰,1,手感爆炸
1517,EiP30GO7q8fUrM1e,13内饰已不逊于同档次的cRv、RAv4、奇骏了。差的是上一代车。很多人人云亦云，跟风瞎说。,内饰,1,不逊于
1519,M3qbtLYkFUvIrjug,5代机，按理除了平台、外形内饰升级外，动力也应该顺应时代增加蜗轮机比率:2.0入门、1.6T主打、2.0T顶配。不过话说回来，斯巴鲁主要市场在美利坚，他们更喜欢自吸2.5、3.0、3.6。。。之类的。,内饰,0,
1522,4z5mDQt68BFowvke,刚提的2.0豪华，时尚就是外观时尚一点，多个尾翼和轮毂，内饰就多个拨片，2.0小屏幕显示比起2.5少太多功能，个人对獠牙前脸，换挡拨片也不是很有感觉，要是当时有2.5的钱就汉兰达了，所以，适合自己的就是最好的,内饰,0,
1523,lseUYpvmXO9HNCZd,我也没试驾过就提车了??????，现在一直在给我惊喜，你之前开好车的话，这车确实给不了你什么惊喜，但是个人觉得内饰什么的总会看腻的，只有操控性一直陪着你,内饰,0,
1526,Um8ohtAvDsfjipZN,果断退！森烧机油内饰差配件贵皮薄漆软导航山寨没后出风变速箱啸叫！,内饰,-1,差
1529,HbIN2JaiQsndc4RG,当年驰鹏配3.6的H6鸡头，卖55万。 这次的这款概念车，就算配2.0T的DIT鸡头，估计价格也要在45左右。 不过想想7座，左右对称全时四驱，2.0T的Boxer引擎，还是很激动的。 关键是内饰别太过分就行。,内饰,0,
1530,eNrKSzaTqYIEUgc5,这说法可靠吗，不是2.5特装新加了棕色内饰，难道这都不是原厂的。   ,内饰,0,
1531,yCbY8gDZGqIfQNrS,如果到港后换装棕色座椅及其它棕皮内饰，额外的成本可想而知，我觉得商家以利益为先，可能性不大。    ,内饰,0,
1532,FzHAdCJw4Sl0EQa6,补充下，是08款2.0。 09年的车。现在是10万3千公里，7月估计10万5千左右。开的不多。 原厂出来就加了大包围一直用。车无事故，没怎么修过，车况很好，空调凉。内饰加了假碳纤维装饰，本人很爱惜车辆，少跑长途，基本广州市内开。有兴趣的找我聊聊。 捡便宜的就算了。9万多的市场价，不一定碰上无事故的。我要价不高，求有缘人。 谢谢求版主 手下留情。,内饰,0,
1534,ULGEAKnOdD1pNu7I,肯定等新款，这马上换代了，外观大改，内饰大改，四驱系统升级，发动机升级，听说还有小排量涡轮，等换代车型出来，选择多了，买车就不会有遗憾,内饰,1,大改
1537,fjPwgCevuQoLEr5k,没关系，如果有强迫症的话就把门板内饰拆掉取出来，顺便还能做隔音,内饰,0,
1538,96oA13GpVyZM8ePn,有，浅内饰与棕色内饰。。我记不清楚   去家4S店 拿本森林人资料看 就知道了。。。。不过，绝大多数店，都没有浅色与棕色内饰，调车要等一段时间吧,内饰,0,
1540,hRMnD53qjLTlceCr,超维的底盘和越野性能不错，但内饰变速箱已过时；森林人是各方面较为均衡的SUV，兼顾了公路驾驶和轻度的越野。自驾游推荐森林人。,内饰,-1,过时
1542,fHvABm2ni6FXQu3K,记错了。。。森林人只有2.5高配才有棕色内饰，没有其他颜色   ,内饰,0,
1544,IR9isDblL3knqVXS,你去网上看，外观大改，内饰跟新款翼豹内饰大致相同，动力跟四驱都有所提升   ,内饰,0,大致相同
1547,XZtaP130QTzhSmq6,好象H8就是用的ML底盘技术吧，就象它别的型号用CRV底盘一样。平台研发费钱COPY个应该不是太难。隔音用料内饰方面国产车没有进口税二十多万其实能造个挺好的车了，别忘了没有平台研发费用的分摊，二十多万造出个四五十万质感的车也不是难事。   ,内饰,0,
1549,bw76GADX4hqjgQJ1,今年车展后。斯巴鲁尼桑。这些cvt的竞争力在那些合资8at的车型涌入市场的大潮下越来越低。价格20多万的几款suv尺寸。变速箱，内饰都比斯巴鲁的强。不信你就看。日系suv可以拿出更好的at，但是必须是别的suv车企都换玩at日系卖不出去的时候。也就更新换代了。    ,内饰,1,强
1550,z58vDBRlQZSkp6CH,傲虎内饰舒适度没的说，但是从路上考那种矮趴感真是让我受不了。,内饰,1,没的说
1552,j7TPJUQeCxO1XsKN,斯巴鲁喷烧机油，死八路，内饰差，油耗高,内饰,-1,差
1555,CU8Ewh6d29JXcnTS,斯巴鲁可以喷进口车配件贵，内饰差，性价比不高，不保值，听说烧机油什么的,内饰,-1,差
1557,FqHsWNYQaylnd82A,内饰差，噪音大，皮薄漆薄，烧机油，全时四驱油耗大，4AT太简陋，CVT太娘…暂时就想到这么多,内饰,-1,差
1561,5s3QUFfkw0zEBTHq,谢谢，分析的很到位，选定2.5特装，主要是老婆不喜欢黑内饰   ,内饰,1,喜欢
1563,Rf38m1BdtXxYoHaC,城市拥堵路况，昂科威1.5T会省油一点，内饰、舒适度也是昂科威的强项，但是它的精华款是2.0T的，与凯迪拉克同款机芯，美国品牌车重，要动力必需2.0T，当然价格也很美观。缺点么，1是外观不年轻老气，2是叫啥销子的质量隐患，有断轴风险。从楼主描述来看，天朝特供的昂科威更适合些。,内饰,1,强
1569,xVjlafAcHEhGZgdU,当然选择森林人，外观方面仁者见仁，我觉得沉稳大气，不容易过时，内在更不用说，全时四驱，水平对置发动机，日本原装进口，用过你就知道性能有多好，唯一不足的就是内饰，略简陋，武汉市区也较拥堵，百公里油耗8.6L，高速跑100-110之间大概6.5L左右。,内饰,-1,简陋
1571,v9a8wANdOxjkcqZR,我倒是比较看重新平台打造的更加安全的车身，还有内饰等。不过再加上鹰眼，那就等于如虎添翼，想想就爽啊，不过我去年刚买了16款了，等不急了，哈哈,内饰,1,
1575,fOQkTvLaqr5MU7VX,这个油还可以，价格便宜，品质也不错,内饰,1,品质不错
1630,ENlwMAzKHonOmQfc,动力，隔音，做工，挣眼说瞎话    ,内饰,-1,
2042,PKeUvILOs6M3pYBl,新指2.4高性能，不如搞自由光2.4专业版，2.4虎鲨发动机和9AT是一样的，价格上浮也不多。新指的尺寸小了点，感觉新指比老指降了半格。如果不喜欢自由光的咪咪眼，新指和森林人二选一的话，尺寸、空间、视野、油耗、操控、品控还是森好，动力自合、外观、内饰是新指好，轻度越野能力应该差不多。,内饰,-1,
2054,ZGUYCjgPN08MpbR7,我的也这样，开始以为出毛病呢，一问都如此... 原因不知道是啥，省材料？,内饰,-1,出毛病
2069,Sav2VtL6pB13ydhW,前排座位下面有两个出风口，感脚用处不大。,内饰,0,用处不大
2077,o9Xgtx753fI6pRsv,我的方向盘也脱皮了。。。太塑料了！！,内饰,-1,脱皮
2078,MH5ih9WNpO4gx2bj,我也很在意座椅记忆，家里的老车就是手动调的，拉前拉后烦死。感应雨刷、大灯之类我倒无所谓，因为习惯手动了(手动空调、手动大灯、手动雨刷。。。)，当然有最好啦。     ,内饰,1,记忆
2099,oh2q5Om1fR8CXxn6,预算有限的话可以，后期你还需要改个带透镜的大灯预计3000~4000左右。如果能有多两万预算建议2.5豪华，动力也够了，大灯也不用改，内饰中控彩屏也实用。绝对值。,内饰,1,绝对值
2126,VZar05H9FkSYpfed,这个应该属于设计问题，只是这个问题厂家没有意识到。在森林人最大销售地北美、日本、澳新等通常情况下后排坐人很少或顶多2人或3人，在这种装载情况下屁股是靠不上这个位置的，所以也基本不会损坏。而我们国情后排经常坐3人及以上很容易挤压安全带扣舌压破塑料内饰板。,内饰,0,
2129,3gOJpANMey92hE1X,傲虎是属于全能型旅行车，不是标准SUV，空间大，通过性好，内饰豪华感强，车身低风阻小所以油耗也略低！森林人是标准SUV，一定要比通过性肯定森林人稍强，视野好。,内饰,1,豪华感强
2146,k1W7KTv5y0lLP3hE,看不上森林人内饰的车主能看上同级其他suv的车的内饰？你们真会觉的昂科威内饰很好吗，我最近买suv，落地30万级别的suv基本都看了，都那么回事。相对来说内饰比较差的有自由光，rav4，cx-5，新途胜等。比较来说森林人内饰算中上游的。,内饰,1,中上游
2164,uNzpJ8Mt75GIs3by,副厂的材质偏软 做工粗糙   ,内饰,-1,粗糙
2170,7e0bf3cCmuMPqIEF,2017款特装的内饰是棕色吧！,内饰,0,
2176,Gs7yc1rhiVnm4PFQ,傲虎内饰比森林人好一些，后备箱大大大，重要的事儿说三遍。如果你喜欢开车远足，装载东西多的话，傲虎很不错。,内饰,1,好一些
2214,q0odfkHASG48DlFj,我是见你吹得那么凶，什么斯巴鲁的核心技术和技术储备跟两田差不多。连混动都没，有什么资格跟两田比技术储备。跟森林人同价位比，汉兰达难道比森林人差？冠道比森林人差？森林人空间有他们大么？加速有他们快么？内饰有他们豪华么？乘坐舒适感有他们高么？每辆车都有自己的有点缺点和优点。我不否认森林人有他的特色，但说到秒这个秒那个，看看森林人那点销量，你就别吹得他那么神了。    ,内饰,1,内饰豪华
2218,aQWJE34nl68SOfdh,你用同级车跟森林人比比操控 比比通过性 比比四驱 比比发动机 你看看哪个能比过。你买车看内饰的话你去买个众泰t700内饰绝对豪华。你用7座汉兰达跟5座森林人比空间你也真是没谁了。    ,内饰,1,内饰绝对豪华
2223,U5wL2so0rEHjvReM,论做工~~小森完败 论性能~~旗鼓相当 论面子~~小森完败 论个性~~小森占优 论保养~~小森完胜 论四驱~~小森占优,内饰,-1,完败
2241,ORbPMxfJuiTWrEga,本来谈2.0时尚的.价钱都谈得差不多了、又怕动力不够.想看2.5的价钱又高...看过几个日系不是样子不喜欢就是内饰不咋的...森林人价钱.....   ,内饰,0,内饰不咋地
2358,GQs2jr0dABpyfHYo,下地多少？看其它车型都不怎么满意.唯独森林人外观跟内饰都比较对口味.就看价钱了.要不然就只能降低点买其它合资车型   ,内饰,1,对口味
2369,qUuJE6zdBIoiMg3A,六万五时后轮坏了两个，13年森已经过保修期，换两个人工加材料1900，这质量哎,内饰,-1,
2382,qerO8hfTFv6YDI2x,内饰不抽烟不吃东西还可以保持，发动机舱用布擦不干净啊！缝隙里油泥不好搞啊！,内饰,1,可以保持
2410,T8hBdQz0PuExLoFI,我能理解你的心情，我也差不多一年了之前跟你一样也抱怨过…我买的还是xt，放弃的车型现在回想起有些后悔，不过单论开 森真的很不错，隔音内饰做工不提了 心知肚明！开几年卖了再换吧，不买的时候，每台车都是各种光环笼罩，等入手后新鲜劲过了，都会开始找茬！这价位的车都有缺点    ,内饰,0,内饰做工不提了，心知肚明
2429,1z7AuMZgp3UNhwHm,自由光的确是软，油耗没说的那么高，内饰也可以，用料对得住这价钱，动力不错，发动机和变速箱配合的天衣无缝，所以我选择了森林人。,内饰,1,内饰也可以
2443,5atouFw1VJ0dA4QL,还没出来 我都知道 内饰 外观的变化了我肯定不如现款 可能会有 eyesight    ,内饰,-1,不如现款
2462,zR6onYWSNOjGwb8s,XT不如买窝窝XC60了，四驱的现在32万多，品牌、做工、隔音跟森林人不是一个档次的，唯一的缺点是后排空间小了点。,内饰,-1,不是一个档次
2466,YC0w1uWvrjtXAEpU,xc60内饰太老气，后排小。新款不知道咋样。    ,内饰,-1,内饰太老气
2467,uPdWKsp4DO2lnqvj,今早路过一森林人，感觉好像车门 内饰全塑料啊,内饰,-1,内饰全塑料
2468,7kpDUFjOvVIxqJ6b,森的空间是足够用了，但内饰可能会超乎你想象的低档，还是建议去试试车，再多看看论坛的精华帖、口碑评论。,内饰,-1,内饰低档
2476,QFc3YPtnzlGIgZUK,内饰用料不错的，只不过有些人觉得不够美而已。我是很喜欢这样简单的内饰。正如我喜欢宝马内饰胜于奔驰…尽管好多人都在吐槽宝马内饰,内饰,1,用料不错
2491,eoJOvkdnHlIgq3jM,别和森林人谈内饰，伤感情。它就没内饰。    ,内饰,-1,伤感情
2501,5YArPFMuzqad9pKV,楼主你要知道，换玻璃要把你车前风挡拆除后打胶，拆不拆车内饰我不知道，完了还有喷水测试是否漏水，虽然你新车有玻璃险，但你真的要这么折腾吗？你查查你当地有没有福耀玻璃店，那里补一个点200块，很专业。就算五百块，我也不想拆车。仅供你参考。,内饰,0,
2505,Z1IcCPLoD4GTbN2K,谢谢你啊，我但是对内饰要求不高，喜欢的就是森林人的四驱和楼兰的外形所以纠结很久了    ,内饰,0,对内饰要求不高
2507,FNPO792lwvDtofHR,个人推荐森林人，不说发动机和变速箱，就说外壳用的材料，全都是日本钢铁厂做的。森林人胜在机械性能。开车不就是注重机械性能吗，其他都是花哨的东西。,内饰,1,
2521,h2lkbpWimHoF8OD3,我安装行李筐时，锁扣蹭的白印像是树脂材料   ,内饰,0,
2541,lI5kU3wjvsGAdc6W,哦，看着内饰空间什么的感觉特别不舒服，就直接放弃试驾了    ,内饰,0,特别不舒服
2588,l8PrJoO2Yf0ABN7n,开窗户还能闻到发动机的异味，这车做工够可以的,内饰,-1,异味
2600,u4M8ZvKEDQYFRIjO,13款2.0，5.2w公里了，索赔了主副驾驶的座椅座垫的皮套，右后侧内饰板，空调泵。 方向娘胎出来就是偏的，做四轮定位也没用。,内饰,-1,没用
2661,3Jbnah90fQ4BwE7T,他应该和森林人比配置、乘坐空间、内饰，森林人就老实了   ,内饰,0,
2691,8tndRMpaDx6A0iuk,同级算一般吧，现在冠道，途观l，昂科威等内饰都很不错,内饰,-1,一般
2727,6ojRB0PAa2LlqK83,前脸参照新的XV，内饰也参照，尺寸应该 50mm不是事儿，途观都已经拉到中级SUV了。。。,内饰,1,
2733,gLT3q6DmMiZvk70w,竟研究没用的 再改款 改改内饰 国产10多万的VV7 内饰都贼嚣张,内饰,0,内饰贼嚣张
2734,80PUsXEKlyJCtQz6,我是异地提的，材料都齐全就行。唯一注意的一点是，要先让4S把进口的那个报关单复印件发给你，找熟悉的保险公司出交强险，带着交强险的单子去提车，这样可以直接提了上临牌。要不然高速遇到查车的会查你。我提车回来的时候在鲁苏高速公路交界处被查了一次,内饰,0,齐全就行
2735,kw8tOJqpu6VrvcCz,你把内饰改改 外观就别这么祸害了    ,内饰,0,内饰改改
2783,If913SZvqxDcairH,我也喜欢她简洁干练的内饰,内饰,1,简洁干练
2795,6DqeRZOoBmK9u1TP,实话说欧蓝德当初顶配有5座版的话，说不定我当初就定欧了！ 顶配只有7座版，结果搞得有点不伦不类了 而且驾驶感不如森，内饰质感很一般，手刹不顺手，整体来说也就10W级车的内饰水平～,内饰,0,
2796,UhjXWafMT2C3Rxkv,确实有这想法，但看看这内饰，想想价格。     ,内饰,0,
