,content_id,content,subject,sentiment_value,sentiment_word
660,zepWj9IQkObtm86c,空间倒无所谓大多数都是我一个人，我对空间没什么要求。没有全景天窗很可惜，xv有种不上不下的感觉。外观我觉得很一般。屁股很不喜欢，可能是因为短……    ,配置,-1,没有全景天窗很可惜
682,fPKRyXTQ8oALn4Vt,有三十多的预算，可以上豪车中低配了，森林人的档次真的不行。现在行程安全系统也就沃尔沃和鹰眼还行，要上看上鹰眼，可以考虑高配xv，但是这个车的后备箱真的太小了（作为代步车可以），所以我直接pass了。   ,配置,-1,不行
690,cKUDJLIFxV3yaPXQ,哈哈哈 可怜的一家人 布座椅 2.0 薄脆铁皮 无屏幕 手动座椅手动空调 你还有脸在那彼此？ 还不赶紧让你老妈妈坐台挣个真皮天窗钱！    ,配置,0,
699,HcMFaCEsu4dbNgTk,等一下你这导航是另外装的吗，为什么不是山寨卡仕达,配置,0,
766,QKzds9nryN6wDFTm,换导航一体机，你得考虑是否能装上，另是否支持方向盘功能。,配置,0,
834,tHKxYq1RMEayCV4n,试驾了森林人，也看了新款XV，还是大家的观点，对空间比较敏感就选森林人，对配置（尤其是eyesight）感冒的就选XV了，真不用纠结的,配置,0,
838,wEf29dzFsBlH1PTg,看一下说明书很简单的，调导航上面的那个显示屏，调三个显示的就可以了,配置,0,
847,ql9pGixn71TwPVuR,看了说明书上没有写，你是不是2016款2.5豪华导航版,配置,0,
898,hgL5pS28AfdmJB1j,不知道，我的16款之前用过几次都是一开机自动连蓝牙播放的，只要开机前手机是打开蓝牙的，因为车导航一开机，他第一时间就搜蓝牙连接了。,配置,0,
911,oLYWkt8bDxwum2B5,带导航和不带导航的区别    ,配置,0,
916,htAwB23xaoqLOZPc,他们给我说不叫破线。。。。就是划破了一根线，然后搭了上去。我觉着是倒车信号线。如果不要倒车影像，我觉着就可以不破线了。    ,配置,0,
917,m0geZVRJlw1HDops,这是SUBARU原装CD机，不带导航。音质强于国内另配的。,配置,0,
945,9KEgb8IpF4NTQGsk,18款进气格栅是黑色的 然后 仪表台导航上的小屏应该更新 可以显示车轮动态,配置,0,
950,S9odOTjlw0M5A3Wt,我有一辆10年的2.5豪华导航版的。一点问题都没有阿。,配置,1,一点问题都没有
972,nvDoCzeW6O0K5uSc,订的豪华导航，打算回来自己改运动前保险杠。电动尾门和无钥匙进入。,配置,0,
997,Y4LbASV13codN6EU,2.5尊贵导航版eyesight    ,配置,0,
1015,1qEinYIhcDlepTR4,1，改氙气透镜大灯2，全包围脚垫3，胎压计（大众那种）4，记录仪5进口雨挡6自动折叠升窗器7后备箱橡胶护条8后视镜小圆镜9龙膜10后备箱挂网 我装了这些,配置,0,
1143,8PbWSNwc6B2vImCJ,配置嘛性价比最高，外观上前保险杠和后尾翼跟其他款有区别。,配置,0,
1227,CeURBm8tD3vTQy0Y,加装自动落锁后开门双闪就闪烁，不经过双闪开关，D挡显示倒车影像应该导航可以升级,配置,0,
1231,yx2gmALotuMD5k64,我在人人车上看 08款 09年1月上牌 2.0XS豪华导航版 14.7万公里 卖8万 能不能入手 个人一手车。    ,配置,0,
1237,muEPjgJzyrxpR9KA,你是不是把后摄像头打开了。森林人行车中可以打开后摄像头。在导航里关闭就可以了,配置,0,
1251,YBMUV3y0vlzq9SoR,谢谢大家回复，我试试恢复一下，没注意这导航有复位键，结果再向大家报告。 吐槽一下，这XX导航,配置,0,
1271,jaPlo9suWqKcCy5w,这车的中控导航就那么回事了，大家都吐槽,配置,0,
1295,9DapEHSusWclYAzd,车载地图好像和音频打架，一报导航，音频声音就小多了，我听评书不能中断。你们都咋解决这个问题的？,配置,0,
1328,jfOndsE8QPZXul7V,奇骏空间大舒适性好配置高，还有一定的脱困能力，确实适合家用，性价比高。,配置,1,高
1342,JBtYxcFrkHyZiSDI,进口的不知道，途观L的配置和空间倒是相当出色，只是接近角和离去角弱于森林人    ,配置,1,出色
1361,p8NQmMkiBH3nWgRD,探界者如果不注重内饰材质的话可以考虑，动力好，配置高，空间大，但是内饰全塑料。    ,配置,1,高
1371,MLe6atGFAVoR5ZHs,从配置看，森更偏向越野机械手刹，更高的离地间隙。虎偏向城市电子手刹，远近光自适应，并线辅助等。看LZ的需求了,配置,0,
1372,1cwny5DSvt9NRBXa,我当时管道都交定金了，等了1个月，加价2万，退了买的森林人。其实如果你预算够的话可以上沃尔沃xc60啊，最低配配置可以，落地32多点，跟管道价格差不多，比它爽太多了,配置,0,
1375,8LtIGiA0KOUzqZDs,斯巴鲁全球执行统一品控标准，美规、日规、中规版本基本一致，外观和内饰及配置方面略有差异。国内斯巴鲁销售基本由庞大集团垄断，所以选择性比较唯一。,配置,0,
1376,69v70lwAejGJBtUf,那车辆的性能配置太高了,配置,1,高
1378,xPmEato2GqIjUzk1,你好我也看中了这款配置的森林人，你多少钱买的，有没有送啥？我这边只优惠2000元,配置,0,
1380,yBczdNFpVAGXfJgj,原来我也想买发现神行的，觉得外观好看，品牌过硬。但据反映小毛病多，而且比森林人贵不少，最低配置根本看不上眼，全时四驱也不如森林人。所以实惠点还是森林人，要地道点的路虎得顶配级别的，这价格就差别大了。,配置,-1,看不上眼
1381,IpYUKewW9ovEXZtJ,最主要是本来的配置日本是有的，但到中国为什么连选装都不行，直接说没有，有点心里过不去，好像就是觉得小日本就是不想让你用的感觉。    ,配置,0,
1383,y4fZXwLmnsaKhWUd,国外好多可以选装，国内只有固定配置。但是能配上一些安全附助还是好。,配置,0,
1386,u1GQfPsFqOXzjdhR,没有别的意思，只是这个价位基本该有的东西都有了，性价比蛮高的，希望森林人以后再丰富些基础配置，别的不说加个后排出风口，日行灯，把个山寨导航换个正常点的，这是些很基础的配置，不为过吧,配置,-1,换个正常点
1388,AglCNILGcW7rje01,比较了很多车，森林人在我的承受范围内是最满意的，我喜欢简单的内饰，不喜欢太多无用的配置，全时四驱非常符合我的要求，开了一年了，挺好的。就是纳闷为什么斯巴鲁销量那么低，我们这里却很多开的，我们小区就有七八辆。,配置,-1,不喜欢
1391,aLUsTDqeyWOZ5XKw,据说14款以后烧机油的问题改观不少，漏油的应该不多，拉缸那是个人问题了，保养和同价位车比起来不贵，但是配置不高，隔音不好而且偶有异响，如果有强迫症的还是慎重。    ,配置,-1,不高
1393,duxnUzlyvI8EhwHK,从配置的个人爱好讲，后座出风口和车窗一键升降(含钥匙控制)缺失有点遗憾，毕竟成本很少且很实用。像神车途观乞丐版省中央扶手才会省后出风，有扶手只是排个管子的事，宁愿后排电热换后出风。,配置,-1,缺失遗憾
1394,UdNmybRasK0ofetw,这个还真不太懂，都是从事多年改日系车的朋友建议的，不下赛道这个配置已经是顶级了，再贵的他说没必要，现在的轮毂和轮胎也用不到    ,配置,1,顶级
1395,9gQtAPL5CnSH2hDr,25豪华羡慕，当时没尊贵就提豪华了，多的配置还是很实用的,配置,1,实用
1396,I13GRZPsNkx6YmTU,理论上是可以，但前提条件是胎压信号接收器要和ECU有通讯，并且允许把数据传送到OBD接口。不知道通用的车是不是已经这样配置了，因为美国已经立法胎压监测为强制性配置，通用在这方面比较超前。   ,配置,1,超前
1397,FLwcP7IyqK8YbJ2f,真心建议上2.0时尚，预算不足可以想办法再抽1万，多出的配置很值得。防止落地几个月后手头有余而后悔。,配置,1,值得
1398,gXN2R0lvQcECWtUb,买飞度可以帮你问问价格，哪个配置的？    ,配置,0,
1400,pDIfCKlzHvcR3Ero,配置是低了点，就感觉发动机好点    ,配置,-1,低
1403,qmw8srnPhlZvX4M2,蔚蓝的做工还是不错的 ！ 不过要上畅行，配置才算丰富  畅行的价格 可以上傲虎了！ 畅行有acc  傲虎有es 各有千秋  确实纠结！ 哈哈,配置,-1,
1405,4GC8XMpOARkgKwmb,中肯的建议，去退掉吧，不然你绝对会后悔，昂科威才适合你，它的配置和品牌都是抓住了中国人的心里的，市场调研做的好。但是，它的华而不实和森林人是森林人准车主所嗤之以鼻的。,配置,-1,后悔
1406,UI4EAkYBeW8iR5L9,大家为什么这样回复呢，青菜萝卜各有所好。我选择的是森林人，就是买它的机械性能。你看配置就买昂科威。这二款车你都开下，感觉会告诉你更喜欢哪辆。车子买了要开个几年的，不要勉强。,配置,1,买它的机械性能
1408,tdphPxOSMNgjnrc0,底盘一样，四驱一样，同样的CVT，就是动力有差异，配置有增减,配置,0,
1409,FGmjDzkbfQprBWha,你说的这些配置现在都是很多车的标配吧，不放心可多去试驾比较再下决定     ,配置,0,
1410,GkoOv8uQKP0wXFJe,我对配置要求还是挺高的 换CT 还有一个原因就是手动调节不能忍 而且超过30万买车我觉得对于我个人意义不是很大    ,配置,-1,不能忍
1414,5GQ7wPk6jc8BzrMu,这车是30万内，城市SUV性能可打95分，内饰只能打60分。配置的话打上80分(比上不足，比下有余)。    ,配置,1,打80分
1415,2D3NQWmnxYJScBF5,哎，选择综合症，2.0的觉得配置不好，2.5怕烧机油，又想鹰眼出来再买。。。    ,配置,0,
1416,B9qkMFJDzgv2s37i,森的配置是不咋样，但是国产车和进口车的质量上我宁可相信进口的。不看内饰，需要的是这个价位上的安全感。   ,配置,-1,不咋样
1419,tO5pEHzBR6PlSrsW,远近光都是LED，秋就是倒档雷达触发声，特装就是豪华的外观，尊贵的配置,配置,0,
1420,ZPzMQErnTJwjk6KX,这个锅，得所有汽车品牌背。。。所有的汽车厂家，对我国配置选定、南北差异不太重视，，卖南方的车，不给座椅通风、后排出风口、加强空调制冷系统(中东市场平行进口的车，制冷效果更好)……,配置,-1,不太重视
1423,6u9wXHbpLl2CUNIs,我是途观、自由光、森林人三选一，眯眯眼的狼眼我觉着还行，但LD比较排斥，再加上小问题有点多和车重油耗偏大，最后放弃了。神车一块，买新不买旧就是腊肠途观了，配置要顺心得选330骑贱版，算上强奸包得30多万（还是前驱），关键还要看销售的脸色。。。最终还是LD做主上的森。   ,配置,0,
1424,c1dVuZrCQTb0n5YI,配置款式都很好，个人觉得踏板多余，容易弄脏裤腿,配置,1,很好
1427,orpVvWsGPIRbcfLa,百家争鸣，现阶段斯巴鲁在中国没有竞争力是事实。有比斯巴鲁配置多厚道朵的车老百姓为何不选。我要是再买车以现在森的车身尺寸价位和变速箱绝对不会选森。而且保有量越小对于车主来说也是负担。配件保险比率二手价格都是问题。    ,配置,-1,不选
1433,d8iTSu5GgQfwYFx6,说得好! 我给家里领导也是这么说的.听完的我说的，她总结到:你买了辆外观丑，配置差，噪音大，还颠的车?我说把钱花在看不见的地方的车才是好车   ,配置,-1,差
1435,TaiO6vKZ9eyn1Emp,如果不是特别喜欢森林人的话，还是奇骏吧，不说配置上的差异，以后养车成本也差不少。,配置,0,
1436,mlNorczdJFvPExIY,我也在纠结这个问题，2.4高性能版本据说是通过JEEP越野评级认证啥的，挺牛的，配置非常高，但是真心外观太小，森林人感觉综合素质要更棒，说归说，仍然纠结中。。。,配置,1,高
1441,V0lp6w5yG8Muh7Lf,自动启停就是鸡肋，这个车就不该有这个配置，别的车都是自动启停启动以后刹车辅助也跟着启动，自动回到N档，起步时候一踩油门发动机启动，刹车自动解除,配置,-1,鸡肋
1443,P39OIoEfzkc0hmVD,楼主说的都是事实，还有很多别的毛病，2.0靠谱点但是动力差配置挫，20t虽然动力强不烧机油但是对油品要求高，比较娇贵。总之这个车子自己要多加细心呵护，车子本身的行驶性能是很棒的。,配置,-1,挫
1446,IvA2q6oa4KzCXYdg,新上市的探界者2.0T 科迪亚克2.OT 都很不错 价钱跟2.5的森林人一样 动力要好的多 配置也高的多   ,配置,1,高
1448,luyIB3oQaEziTHDU,按预算2选1的话，对动力、配置有需求就选2.5豪导，否则就选销量王2.0时尚(大部分人还是偏城市用车，偶尔自驾游一下)。,配置,0,
1450,mTKLI1vjBbqUiZx7,这是汽车之家实测2.0和2.5的0~100KM/h加速时间，我老车是经典福克斯1.8自吸4AT，0~100加速12秒。我从预算、配置、动力综合考虑后，撸了2.5的。你也可以跟自已的老车作下比较，汽车之家的车型详解里都有。,配置,0,
1453,aso1ORrC4ILAeiBp,当然是较大排量的低配车型啊，一些配置可以后续在汽配城或某宝搞定，换大排量的发动机代价就太大了。    ,配置,-1,低
1455,DnlSNJcxOI0Zz7P2,三大件都一样，不追求大灯轮胎等配置，豪华就可以了,配置,0,
1458,lRKL15OvugXhSr6B,奇骏配置高动力好，森林人操控好四区牛逼点还有进口身份,配置,1,高
1461,R6tE7wM1KH3p8GVr,奇骏，排量大，配置也高点，适合,配置,1,高
1464,1peERofqzgJxj6ZX,要看看自己的需求。奇骏的动力配置舒适感高于森林人，但性操控性和四驱系统奇骏比不上森林人。,配置,1,高
1466,DeJfynLZ3Q6jIdFa,奇骏，当时纠结奇骏2.0，没考虑2.5，2.5配置不错。再说奇骏越野能力也不错,配置,1,不错
1468,719gLmHjfocdEBkP,这种鸡肋配置有没有无所谓,配置,0,无所谓
1471,4XZnkhYId19w8JGs,个人认为2.5的性价比比较高，虽说贵了3w，首先动力有不少提高，我也是试驾了2.0的后来决定买的2.5豪华，配置也高了许多！,配置,1,高
1472,XPN4Iux9KjFk8J2s,还是森林人吧，奇峻昨天我看了，实用配置还不如森林人,配置,-1,不如
1473,b80qJ2NxQEPrI1o9,呵呵，这个配置充分说明了18款仍不是大改款！！！,配置,-1,不是大改款
1480,MIpGHlEmJ5Xz7qsN,看你个人咯 觉得需要一键启动 肯定就是特装性价比高 比较还有一个电动尾门，我选择豪华版 因为我个人喜欢钥匙，不喜欢一键启动的 还有电动尾门实在太慢，内饰更是选择黑色，刚刚好符合我的标准，就是我老婆想要电动尾门。,配置,-1,电动尾门太慢
1502,ubev3zBJxMksXIiP,2017特装版，我已经提了。在2.5豪华基础上加了一键启动，棕色内饰，电动尾门,配置,0,
1670,JVuGCf6RT4MxmS1X,小森从底盘设计，悬挂，四驱设计，轮胎，变速箱整体看就不是给越野准备的，只适合跑烂路和短时轻度越野。在路面不好的情况下跑不过普拉多甚至H6，不是动力不行，是没大梁不敢开快，怕底盘承受不起。    ,配置,0,
1703,tvYkXMsEl6rOFBVf,所以挺纠结的，2.5上不了顶配，外观就差太大了     ,配置,0,
1710,hv12T7SFUPbENJc3,30万的车没落锁，异响，烧机油，国产中控，垃圾的音响，只有2.5有一键启动，斯巴鲁的安全科技也没有，醉了    ,配置,-1,没落锁
1948,D2ZnYJyi1kmARKeV,你不会认为发动机发电会始终能充满电池吧。。高强度使用四驱时，电池支持不了多久。。。    ,配置,-1,不久
2026,X3PyBahUqA4LWTF8,谁买车只看四驱，那是买车么？买车是自己用的，当然要考虑各种因素，除了四驱还有配置，空间，动力等一系列问题，森林人是紧凑型suv里面最均衡的，至于你说的超级维特拉，就冲它那个名字铃木（陵墓），看都不用看。   ,配置,1,均衡
2032,xiUqjgO4R9YlBGEo,配置，油耗，操控，通过性，空间森林人。可靠性，越野能力超维。后期保养维护森林人也比超维便宜，而且4s点森林人也比超维多。,配置,1,
2036,Xo2JzStCxQDAOvFZ,一楼正解，根据各国国情配置的，美国大排量畅销，欧洲小排量带T，等等,配置,0,
2046,Q9CbzkPWiHZBDhG4,吉普高性能通过性好，前进角离去角强，配置强！但安全性、油耗经济性、操控、空间、森林人强！建议丟硬币选择。,配置,-1,
2063,LQFzXN8nmg1dbUkc,森林人全系都带导航，证明一点，为了节约成本，国产大屏更便宜，省钱    ,配置,0,省钱
2065,TEkWPSFyrl987Ru5,大多数人中控也就倒车时看下，听个歌，长途时放个电影。导航都是用手机，个人感觉没必要换，浪费钱，除非你是电子射备的发骚友。,配置,-1,没必要
2079,0CTk9QVungqcKOXW,秋的一声是倒车雷达的声音，因为P档要切到R档先！,配置,-1,有声音
2080,d6zVk2ACfwKe4UrG,第一档就是自动雨刷，然后可以微调感应度的，如果感应度要高看上面朋友发的图一直向下旋转到底。,配置,1,
2083,GLpdJODsc4Vvqfo9,就导航和多媒体这个事，我不认为这是日本原厂的优势，这个东西国内做的更好，我觉得就挺好    ,配置,-1,
2092,OMgeSU5cKPtznIfD,我有台13.1月2.5豪华导航版白森，车况好想出,配置,0,
2117,vSAdiN4K5UgPhMtz,今天去4s谈了价格，2.5i尊贵导航28.78的基础优惠2.5，送雷鹏蓝钻膜，地盘装甲，全车镀金，3年免费全合成机油保养，脚垫啥的，分期手续费5个点，可以搞么，大神们。。。,配置,0,
2118,Gs9Z45WQhwzn8YD3,在马云家搜：森林人地图升级我的买贵了，花了150米。网上有车友花五六十或二三十就升级成功的。你选来看吧，我想只要图片与森林人车上导航机一样的都应能成功。    ,配置,0,
2120,8YoN0u2K3l4OsIUT,有手机导航。这个毛用无,配置,-1,有手机导航
2122,0LJBmyRodwYbiPfF,16款款led灯，驾驶位记忆，座椅加热，座椅底出风口很多方面其实不算差，实用配置该有的基本都有，但在最体现门面的中控导航和后排出风口掉了链子，以及在现阶段很多车都强调主动安全系统的形势下，鹰眼竟然没配上，这几项导致经常被人拿来批判,配置,-1,掉了链子
2132,wzlWNqJ28E3ikeV0,我新车的时候半年内两侧加了上下车踏板、迎宾踏板、车窗金属条、前雾灯罩、油箱盖等等等等，后来陆陆续续又加了导航，换了轮毂，还想加顶吧什么的，再后来就三年没有再动过了。。。。   ,配置,0,
2161,t3rHhB0gYIsEzKvk,导航盒子是什么？带无线映射模块不？安卓手机如何投影？,配置,0,
2208,l5STD6mG7L8Qfvet,啊？这样，那好吧。就傻等吧我和你一样13款尊贵导航，最近一次是4.5W公里。跑了6000多，机油灯时亮时灭。下次保养试试。您是跑多少公里，亮灯？还是时亮时灭不管他？一直亮灯才保养呢？   ,配置,0,
2236,Vu1FaJ7R6Zo3MlQL,12款2.0的，意思就是加个摄像头就好，以前的导航接着用是吗    ,配置,0,
2245,YXP8NHJt5VU4sbIC,现在是白给你导航，我13年买需要qj5800元，知足吧，回来直接买个carplay,配置,0,
2306,znvsS0hbDICWtmg7,支持楼主，好样的，就是不服输的精神更好地警示那帮奸商。不知道是否有高手能告倒庞x强奸销售垃圾导航,配置,-1,垃圾导航
2329,kZuEFwPLRUfs5vc4,这个是没有导航的吧，只有手机蓝牙,配置,0,没有导航
2330,1d3fsmJ9WhUZAIHg,现在还用车载导航，手机百度导航好用刷新快。,配置,0,
2378,6KdjltkZ5PoVLNyA,跟我的一样，2.5豪华导航版，方向盘和中控可以看的出来。,配置,0,
2396,cauT9SB2ZdzIerNk,2.5豪华，加装倒车影像和导航,配置,0,
2409,lGuxRFayo3hcvPXr,成都2.0豪华导航版优惠不到一万。还在等时机    ,配置,0,
2447,9PErR7kb4g16xQCD,如果是到港后加的国产导航中控低音炮就不会发声，因为线都没接。,配置,0,
2504,BoisnGjlcE291Yme,点烟口哪里用来充电，位置挺合适的，无论是手机做导航，充电线收纳，都比较方便；后排充电就在扶手箱里面取电，反正不用点烟器，插个usb取电还美观,配置,0,手机导航方便
2527,WjwGqK84Dx52ZPLt,非常垃圾，你的不是庞大强奸导航版？,配置,0,
2550,D7zHsya2deuvnogT,导航都用手机??，抖动我的还好阿，怠速时没特别明显，除非细细感受，我的是真皮打孔透气还好阿,配置,0,
2567,MNZH1hucq357oPfg,14款尊贵导航森林人6.8公里，值不多钱，可以购买，这要看车况，及地区，试车才好定价,配置,0,
2581,7OeQtdV2qCcLG0fm,你好，适合2015款2.0森林人用的导航还是有不少的，你可以直接把车子开到汽车改装店，他们会给你好几款供你选择的,配置,0,用导航不少
2603,POx9KTetoQC0kgys,请教，2.5尊贵导航，与17特装有啥区别（除撩牙前脸）？在之家车型对比配置看上去一样的呢！ 谢谢先,配置,0,
