content_id,content,subject,sentiment_value,sentiment_word
qplI274Y6Z5sT0gA,垃圾石墨烯。楼主不信试试就知道了。噪音大。提速慢。轻微烧机油。油耗高。亲自体验结论。现在脱保换的其他机油。,油耗,-1,高
k4eHIUdq7PLQl8DW,啥车都有各种毛病。14年底入了蒙迪欧，市区油耗高的一逼，发动机哒哒哒烦死了。前两天买了个电动，说明书说的最大续航220公里，充了一次电跑了三十多公里电量还有68％可能是我开的比较快。                ,油耗,-1,高
8mJ4znTMhs6Icw3R,福特的发动机耐用，就是油耗高，我一朋友的蒙迪欧在根本不堵的路况下一公里一元，另外福特的纯电动车还是算了吧，纯电动车没有靠谱的，还是丰田的混动车省心，不如买辆二手的雷克萨斯ct200，价格便宜不少，油耗低，质量好，买一辆三年车龄的，还有三年质保，人家6年质保，外加电池8年20万公里质保，丰田的混动车口碑誉满全球    ,油耗,-1,高
K3FJRZVdz52OrwmI,我经常上三千转 高速除了紧急情况很少上两千五，市区没办法，想保持安全距离就老要被加塞，只有开的冲点 这个6.0的油耗是因为那天高速车比较多，时速在80到100之间，所以油耗才那么低，之前120的时速油耗大海在7到8之间吧    ,油耗,0,
PTZNSCJM1zhiFc0W,没有任何问题啊，油耗也没增加，一切正常。现在在八千公里左右换机油。   ,油耗,0,没增加
d2oHyCir5SajAIT0,我车2.5的，刚换完中缸。平时用车是非常满意的，动力足，加速快，安静省油。真的好用。   ,油耗,1,省油
038JPMTIu1tRcZ2p,4万公里，悲催的11。。。市区每天办事，堵成汪。 哈哈哈。如果以前的锐志，起码13~14,油耗,0,
wPvtxMVLRmjOUAXJ,根据路况来说8.2在大城市一环二环路面根本不可能    ,油耗,0,
WcCuk7OM6sXI8tPH,高速7~8，看你开多快，市区要10个以上。   ,油耗,0,市区
wIeT7EZGhdsm4fBL,08年森林人纯市区12.8,油耗,0,市区
VEW3UT4by9zAZCQL,已经很好了，我的市区13-14个。,油耗,0,市区
ePgIVnTxqEXO8loF,清过了，高速6.8，市区不塞车情况下8.4    ,油耗,0,市区
xtBWVnXSLgbHNGQp,我现在上下班9.6左右。轻柔开8.5左右,油耗,0,左右
rMCaS4GJE7pfFX1h,我5000km，8.4左右,油耗,0,左右
DpTonjYC0md2Jgqw,怎么开的8.7。我2.0就没试过10以下    ,油耗,0,
keIWPg3Bp6DSA0Z5,凭啥我开9.6啊，8200公里，不公平！,油耗,-1,不公平
wDHgdEkj1OvohmT0,途观加95油耗比小森高点，保养差不多，后期维修比小森便宜点，没事故基本问题都不大，小森是全时四驱，30以内唯一，全时和适时有区别，途观做工更扎实一些，如果在北方小森很有优势，不论什么路面，雨雪天气，安全系数高出很多，操控没的说，虽然途观更舒适，但各方面考虑小森没毛病。,油耗,0,
kh2HUwfIg0mxDavj,现在就怕掀开盖子发现汽车制造从钢材到油耗全行业造假，只比谁的底线更低    ,油耗,-1,全行业造假
SEgAFC5OoGJdklbQ,我对比过 豪华是不错 但是那油耗和后排空间 真不喜欢，，，， 确实好车。。。。成都都知道 文家场 森林人隔壁就沃尔沃    ,油耗,-1,真不喜欢
mC8HVMFiEYe1c9gX,肯定不对。跑高速第一格100公里没问题。市区油耗高，三十多到四十多都有。二十公里一格油？油耗上20了？你一箱油总共跑了多少公里？,油耗,0,
eQiVF1tmzAoskTRO,我一箱油剩一个格时加油能加320左右大概跑370公里左右 估计是油表不准   ,油耗,0,
hWkJOr78UvHEdpTB,那差不多呀，我市区里开堵车或者暴力驾驶也要一块钱左右一公里呀，我觉得这个油耗挺正常    ,油耗,0,
GxIrC24ebuNozlYU,开过几个车，森是最费油的,油耗,-1,费油
rduJt4CRscGKqnfz,傲虎 2.5自吸 1000多公里 匀速90～100 瞬时极速160 油耗那是惊人 5.8升～5.9升/百公里 有服务区必须休息 看来森林人费油啊??,油耗,0,
EQ75jSuKmwbokzDM,对，高速不省油，还是郊区省国道开着爽，打开车窗听着歌手伸出窗外，感受着D杯的抖动，爽～     ,油耗,0,
9dLD4THY7OMurl5z,2.0车，因为等后面的车，所以时速80多点，一路小上坡，车上2个人，后备箱东西拉的不多，油耗最低跑到6.6，10月初的事！,油耗,0,
4o2CPNHcn9OtJUuX,2.0的XV坐2至3个人、部分行李定速100油耗6.8左右，定速120油耗7.6左右。2.5的森林人也是坐2至3人部分行李定速100油耗7.5左右，定速120油耗8.5左右。市区通勤2.0的XV综合油耗10.8，2.5的森林人综合油耗11.6左右。论坛车友晒的6个以下我开斯巴鲁快6年了从来就没开过 SRX综合油耗13.5，高速通常10左右。但是SRX的油表不准实际值还略高一点，斯巴鲁的很准。,油耗,0,
JdupAsnYZ6NBKMrl,我用的是这种，感觉和4S卖的差不多。其他感受不到加了之后跑高速油耗降了大约0.2、3左右。,油耗,0,
kMEr6xLdVTpS8yBl,那还是省油的很哟，但是我要是和你一样速度，应该森林人省油些吧    ,油耗,0,
mISqjNYyQ1o9CABF,你们油耗小数点后面居然还有单数？为啥我的一直是双数？,油耗,0,
CErOLkUy7zZ5DWjh,我的森林人开了7万公里，在深圳。油耗8个油，平时使用成本ok，空间及操控也不错。买了很满意,油耗,0,
wht4boeR12kSFMpU,来个中肯的吧，小保养668烧机油说是改进了我也不清楚，16款说改进了，我是16款的25目前17045(刚加油测油耗记得请 )目前油耗8.0，小问题是变速箱低速偶尔有顿挫，目前为止发现3次……，跑不平的路异响眼镜盒！！！主驾驶开窗后颠簸异响，开过老哥的科帕奇后更喜欢小森了,油耗,0,
LnZh4fCK97VMiAUq,另外就是从13款开始变速箱就变成CVT了，12款以前都是AT变速箱，相对来说油耗还是不一样的,油耗,0,
flC7ycsVzQL0gAMw,我的没有故障码，现在就是油耗高，今天我换了汽油滤蕊，车子怠速抖动小了，启动时着火也快了一点，明天我准备把节气门，喷油嘴，火花塞拆下来看看，这些小保养也都自己搞，反正有空闲，                        ,油耗,-1,高
b5L90FVcUz7rElw6,crv内饰不错混动给力，森林人操控不错还省油，所以我选择奇骏～,油耗,1,省油
4SsB9oMZItObplLR,是高配还是低配的，油耗咋样，看论坛上说能达到12个油往上    ,油耗,0,
Wkqp0IB9wtDSZJid,油耗这么低啊，这可是2.5，四个挡的车啊，要是真的这么低要下也挺好，听说斯巴鲁的发动机可靠性非常好。,油耗,0,
y4jTPdk8GnKVLwpJ,这个胎实际使用感觉怎么样？胎噪，油耗如何？详细说一下体验。,油耗,0,
2lJ1YfzWQGFuaxBA,5个大人，体重平均150多，高速正常行驶，也有行驶缓慢时，油耗确实不高,油耗,1,
wHiXjhZVq5GSODUm,要看平均时速。 这个决定油耗高低,油耗,0,
BHzNUlwXM1PgmOxv,我刚买了12款森林人，6年车，9万公里，2.5豪华版，13万。今天开了一下，动力够，但油耗在11个五左右，不知正常否？,油耗,0,
5NJG0U4kFBELjfa8,我今年情人节提车2.5尊贵导航。。适用。。性价比不高，省油。空间大，开着舒服，隔音不差也不好 音响蓝牙播放无损也不错。。。。。。最近正考虑升级音响和机头   ,油耗,0,
MvUIAVTNBEuLyRs5,可能是因为cvt的原因，特别是高速路上上坡，经常会转速高很多。所以我是开到120的时候，挡好拨入手动模式，再按定速按钮，这样就不升高转速了。时速120，油耗应该在7.2左右吧。,油耗,0,
U2p6eJ8BQgnWYAZ3,跟路况也有很大关系，水泥路油耗高。时速120，油耗8-10吧。我在水泥路上130时速，油耗11    ,油耗,0,
IsMEDoP0rkUzfFBY,油耗还会升的，我那会6.5现在17000多公里油耗8个,油耗,0,
MWVI9tXHwTzm1hKv,油耗数据高速路 是33MPG 跟老款一样 没什么变化！    ,油耗,0,
mnuvXTgzVWFtoPUk,2.5？这个油耗肯定是个别现象，加完油纯堵车路况吧？ 我一直认为，2.5这个车就该是12-13的综合油耗是正常的！不要去看论坛里的那些神人，能把2.5的车开的比一般1.5两厢小车油耗还低！都是大神,油耗,0,
jlSkrX1vyZbPdpGR,020只是省油 适合城市路况但不能上高速,油耗,0,
vRTmynAfQYPXG5ac,4月26提车目前7500公里未清零油耗为8    ,油耗,0,
0VynGNZaCWurQvbO,平均油耗主要还是要看平均时速。我的ATSL平均时速达到40多，我平均油耗7.7，每次都能吓着很多人呵呵。,油耗,0,
em8Kh0UTf53zBLXo,2.5  市区平均油耗显示8.7,油耗,0,
Zxw3Wpga2UFIycuN,嗯，国道省油王，我还是觉得之前发的那个通告里说活塞环刚性不强的问题，就是神钢造的，按设计来说不可能发生强度不达标的问题    ,油耗,0,
hM2DGoaXbTjBEA6i,平均时速38啊，8个油正常，要是我能到38时速，估计油耗6个多    ,油耗,0,
OjbH6aYNKyW9vJdB,18000公里2.5排量，综合油耗10.3,油耗,0,
7wbmIqa4ZE3J5ptF,2700动力不足，油耗极高，主要在大城市用，不适合。   ,油耗,0,
fyc7OvjhuiLmMAlq,原车轮胎已经够大的了，再换大一点宽一点的，油耗会增加,油耗,0,
lLExY8bdnaHPUmBF,这几天都在城里跑，平均时速12公里，平均油耗13升,油耗,0,
2dcqrgtsIzLhVK89,那你最近油耗很高啊，显示420的话，百公里油耗13~14L。我上一箱实测油耗7.8L，加满显示能跑770。,油耗,0,
HPjngyFeiqUZzc4t,其实两车没有可比性。虽然同是SUV，但是差别比较大。crv偏向于更好开，更省油，侧重于乘坐，几乎没看到改装crv的。森林人偏向于更运动，更个性，侧重于驾驶，改装森林人满世界都是，改10万8万也很多。或许这句话是对的“喜欢斯巴鲁的人，是不会买crv”。当然不知道楼主是不是“喜欢斯巴鲁的人”？,油耗,0,
qDjYuBVRa5by3gJ2,油耗挺低的，出乎意料，第三台车，一台比一台省油,油耗,0,
3E9xg4Mmt25kKZ8o,如果不塞车的话这个油耗也合理的。,油耗,0,
ncYX4tduqrywTs9V,10款，开了8年，大约6年前开始加93，从有了92开始用92。感觉么，油耗动力都一样，没什么不同。据说呢，跑高速的时候95会好些，不过我试了几次，还是没感觉，可能是我没超速的爱好吧。,油耗,0,
wI3tMAha4peLP2kn,我12款2.0手自一体目前油耗市区11.3高速在8.4左右。一箱油也和楼主相差不大。因为主要跑市区，就觉得油表下降好快。,油耗,0,
4l7trkIhp2TmHMsG,是的，按80时速跑高架过快速路，那时相当当的省油；城里走走停停，嗯，那油耗得忍,油耗,0,
wSLsPYU20nWMzTN9,用过摩特/安索/金美孚，感觉安索0W20冠签版对2.5NA机头最好，省油 静音，虽然在5K时要加半升但也能跑到一万公里.摩特300V5W-30最贵但6K时几乎不少机油，有劲.,油耗,0,
bMdIC7X2sk6vgwxf,一直92，但是我每次加油都使用一瓶德国G17燃油宝，不加95和98，是因为，经常到处跑，怕有的地方没有95和98，随意加92，经常换油的型号对车不好。,油耗,0,
Q9JzEVvkt7is6cfR,开市区2.0和2.5没差别，我现在平均油耗8.4，没过磨合期，跑了500多公里，想提速给力选涡轮增压车型，别选这个。问题是XT森林人性价比好低，够买低配合资Q5了。,油耗,0,
9C8ohYfqvs03VMOi,仔细想了一下，新美孚0w30非常适合318线进藏。进藏途中高速公路长时间高转速，高海拔的高山爬坡需要长时间高转速；上到海拔4000-5000米的时候温度低，需要低温流动性，0比5更合适。下坡到谷底的时候气温升高30比20更合适。进藏自驾的人以安全去安全回为首要目标，计较油耗的人会少很多。所以以后进藏新美孚一号就是标配了    ,油耗,0,
gpJE1uyrsUmFvhqe,汽油标号低了发动机会爆震， 爆震会加剧发动机的磨损， 降低发动机的使用寿命。 爆震也影响发动机的加速性能， 影响驾驶体验， 标号对油耗没有太大影响， 所以森林人的发动机更适合高标号汽油。 当然，平时开车性子不急慢踩油门用92也没有问题，加油门越急，上述问题就会加剧。,油耗,0,
dWYIau2NAfF3MOiy,温度调高吹风就行了 当然前提是车子水温已经达到工作温度 否则暖风不热 车子也会更费油 刚开的时候用内循环效果更好,油耗,0,
HZLKQuRoDtidBO9E,个人感觉： 动力 - 95好一点。区别更大的是95的油门踩下去感觉更细腻，92感觉就有点糙。有一次高速上没92和95，只能加98，感觉           和95区别不大。 油耗 - 没感觉到有什么区别 考虑到成本，我一般都加92。,油耗,0,
05ICv1NrAWEDJslV,市区转就这油耗，长途就好了,油耗,0,
AGIsF04MgmBoWiOz,新车油耗高正常，多开开就会慢慢降下来，再跑跑高速，7-8左右的油耗不是传说，主要看个人驾驶习惯,油耗,0,
osl6DxTAG0azVkOY,建议咬牙上2.5，我2.0，后段加速很吃力，开空调就更不用说了，那感觉........，而且2.0的小马拉大车不省油，我现在市区开11.6个油。,油耗,0,
kz08TodVeDflALsr,市区路堵的话还会更高，5公里短程加拥堵，达15的油耗。,油耗,0,
Ybg0WAZ8TVcytFCd,省道国道油耗最漂亮，我前几天也尝到了4点个的甜头：道路畅通持续60行驶十来公里左右，神奇的事就发生了,油耗,0,
7xWKlXydkIw2NUmV,千万不要清洗发动机，越洗越不好，如果跑了10公里以上了，或者3--4年以上了，可以加汽油添加剂，除积炭的，就行了。还有油耗高了，或者加速无力了使用一下添加剂。,油耗,0,
lyn9XOq3NIgzkHAG,看你平均时速，如果时速低于20算正常，我的时速12，油耗13。,油耗,0,
VZilc6HJvPb0Ierg,也就超级维特拉了，这个价格的我觉得suv也要故障率低一些，所以我个人就选这两个，当初没选维特拉是因为4AT变速箱的原因，毕竟市区多，森林人能省油,油耗,0,
S9nLOVwchEXdfHs2,难道我是在开飞机吗？上次红灯亮起加满310块钱。现在已经行驶317.5公里。油表指针已经快到了下限了。平时，开车比较有点小暴力，再加上班地址在城区。单趟路程13公里左右。来回要20多公里。车子还没跑起来，就到了！看我的油表指针，还能跑几公里？2.0老森，油耗比你们2.5还高,油耗,0,
NTdV8ylLpWSuefkY,两台2.0的森林人，一台加92，一台加95，市区开起来动力，油耗感觉没区别，看个人钱包,油耗,0,
ER31gcoSNmkuQlI8,我的765包安装  油耗多半个吧，走烂路放心多了。   ,油耗,0,
8HQBZFDJCvR5edTw,上车就关，几十秒的红灯不但不省油还伤电瓶。,油耗,0,
hSXp0DxziVJKFqdO,这是我上次亮红灯加的一箱油，310块钱。已经到下限了。估计差不多也就330公里左右吧！油耗确实高。             ,油耗,0,
oJYxeH2sVq3XbKkN,重量增加不是很清楚，不过油耗好像没啥变化，50斤应该有，红金刚还是很沉的    ,油耗,0,
oTMVHU3CrEeJ1uFv,有没有自动启停损车的案例呢？如果为了省油而损车就太不值得了,油耗,0,
WSNuae4C682Ay7vK,我情况和你差不多，世嘉1.6换森林人2.0。不在乎平均油耗10升或以上，2.0车也很好用。我在乎油耗，不激烈驾驶，上班路上平均7.3升，路况较好。我是预算用尽了，无力上2.5,油耗,0,
K9D4v51LmEPnaNHX,自动启停损车的案例，就是废电瓶，频繁启动其实油耗不低。森林人的电瓶不清楚是什么规格价钱，我的xc60是双电瓶的（有一个负责启动小电瓶），换一次1800大洋就没了。   ,油耗,0,
zYWiIONZoK7sTufF,最好加0w20的，5w30的也可以用，不过油耗会增加，特别是现在天气冷了，更应该用0w20的机油,油耗,0,
LlVpbGmCz5QPj6Re,可以用，会增加油耗，年检可能有麻烦,油耗,0,
eszptPl42EQZCXKL,呃，这个加重发动机负载啊，油耗会不会上升？积碳现象会不会出现？,油耗,0,
1n3cTX4QkNFyLotY,这是我看到最强悍的改装，加油,油耗,0,
aZtqoMiYrxEU0fpF,老款4at，可以2600转弹射。问题也只有油耗了。,油耗,0,
iB1E6oYkHZvMfbqj,冬天0-20可以 夏天5-30 夏天自驾游长途高速时间长0-40也不为过！ 粘度大油耗就大！提速也受影响！,油耗,0,
bki6AtLSWsYNrpTM,满洲里加油，跳枪，然后一路向北，走X904到黑山头口岸，室韦，临江屯，金河，满归，漠河到北极村中石油加满。基本到油箱底了。,油耗,0,
TNwDef7mH086VIkA,你去日产4s换油 你自己不做功课啊？  前差3个螺丝。  后差2个。 但是前差跟变速箱是连着的。 变速箱上左右两边都有加油口， 靠近主驾驶室是变速箱的， 副驾驶室前差速器的。 前差是3个螺丝一个加油口  一个溢油出口  一个放油的。 你自己不盯着让日产来搞。 幸亏没事。,油耗,0,
lubipH73MKQIS8sv,必须2.5油耗差不多的,油耗,0,
XsMqHSkravjTRi9F,前差加油口，在副驾驶位置这边在排气管上面， 主驾驶那边是变速箱加油口， 这两个不要搞错就好了。    ,油耗,0,
QTVvDoA0esLXabEH,这问题应该问下加油站阿姨,油耗,0,
LHODTqCcplJzF4Qi,油耗升高很可能和最近天气降温有关，气温低时发动机转速升高，油耗也升上去，这是正常的，不用担心。,油耗,0,
4e6n72j9SCTHKNBo,我美孚30换成道达尔20油耗也升高了。也是清洗了油路。没换之前，油耗10左右，最高11.4，最低7.8。20机油换过后，最高15个多，最低12.2。整的我现在95#换成92#的。200块钱也就跑230公里左右。我也不知道为何？,油耗,0,
1bvzrL3CJ5IfAyGq,维修小贵，保养一般得看你舍得用啥油，油耗长途7、8个，纯市区看你激情不，一般12左右,油耗,0,
CUEuft4DkZrSWQA1,主要是现在加油站的油品质量大多不好，标号都略有下降。尤其在高速上，建议加95#！,油耗,0,
9rMi8u1Xy4DvOB5l,上山顶，息火。。。。。。着车，下山，油耗就下来了。,油耗,0,
zAbKLCfXrsEH1MTN,12款2.04AT，也算是城郊结合吧！加满一箱油310块钱。我怎么才跑了330公里。烧点机油我忍了，油耗居然这么高。以前95#，现在刚换的92#。油表指针明显92#比95#多一点。实际公里数差不多。    ,油耗,0,
ckNlB3ROuW4Ge6jb,市区 现在平均油耗显示11.6 上次加油平均油耗还显示10.6。不知道为啥,油耗,0,
vLTJwlWCEtk9Ofeh,油耗差距有，但是不大。车船税，还有购置税，都要高出一些。   ,油耗,0,
UW6CvfZbMgLixB0q,个人建议你开Ac，油耗值几个钱？大家都忽悠了一个问题，前两年跑Uber老司机告诉我的，吹发动机的热风会吹进来机械磨损（很细很细）的金属颗粒。吸入不好。纯属个人建议哈！,油耗,0,
GcC1uJwBXsYp2VIt,冬天开暖风和油耗一点关系都没有，他是水温上来了，就把热量传到了室内。放心开吧,油耗,0,
7DBymGfnaVhgAlqj,我的去年收的，一开始油耗14.5'后来收拾了一下12左右，高速8个多，其他没什么大毛病，机油一点不少，就是配件贵点,油耗,0,
g6U1fBPsRtSuZN79,应该换了，上面积炭明显，可能发动机里面应该也有，建议加油时用除积炭的添加剂。,油耗,0,
47VbDAWCcsdB5zjY,必须2.5，不比2.0费油，力气够用,油耗,0,
kN8fR2gobTJMDBI6,关键是不知道没有没事故啊    这款是2.5t涡轮的  不知道费油不,油耗,0,
maIArbikCuKyXPBR,烧汽油还好把，我2.5T平时市区大概12-12.6左右，高速120码定速9.2左右。机油的话在市区跑还好，5000公里消耗一升。高速比较耗机油，大概三千公里一升。不过这车皮实，越开越喜欢，搞的我都没有换车的打算。幸亏当年没听老婆的买那个移动火葬场的途观。,油耗,0,
y6oYLqIEV3euJWK2,我的09款2.5T老森在市区，国道跑油耗13个多，,油耗,0,
7nKloYqVcIyAQsvC,溜车省油？！哈哈老司机,油耗,0,
TsE1BmDSqvhZyI6A,我的油耗特别高 达到16个。喷油量过量，是不是前氧中毒反馈不准确的原因？   ,油耗,0,
XQxIwC6bEukhnyzJ,这好像是obo终生油耗，A/B油耗到一万公里就会清零的,油耗,0,
3WUlKdx4fJMLSQeh,就是马上到红灯了，想省油，直接推个N挡，别的车一推就直接回落到怠速了，小森会上升至2000呆一会再回落，不能直接回落。,油耗,0,
Sl5oT6feKhp1HyMm,用过两次烯润，是庞大自己投资建的厂，从声音角度，比出光的要小一些，油耗二者没有区别。,油耗,0,
nHFJMaX2K1qoQclO,情况跟你一样，油耗高，提速慢。不知道啥原因？坐等大神分享,油耗,0,
Vu6HKcLFRzfOTeCP,CVT是痛点，但是不用CVT，可能油耗表现没有那么好,油耗,0,
Xm6kaefdBSsG9nIU,我觉得只要不烧机油就行了，斯巴鲁对机油要求很特别，换不适应的机油很容易导致机油消耗大。   ,油耗,0,
WC59FKljx4hwH8uU,长途机油消耗大，搞异响，搞烦了，四儿子态度很差，早弃保了。    ,油耗,-1,大
v9eGfIKLJPtSDrMz,这油耗有点高了，你应该查查！    ,油耗,0,
ZJLrM3s01cEQ8ThH,为啥我和你一样的车，就没你这油耗 我得10个多，我脚还轻，综合路况。,油耗,0,
tVvpj56WGNn0FcRg,就是你卸下来的油温传感器。那就是加油口和限位。   ,油耗,0,
j761iRHlMEYucre2,我的小森16款2.0排量，之前都是加200元92号汽油每次，大约能跑330公里，现在改加95的，每次加满，连续两次了，感觉加满箱油，跑的距离没有分两次加跑的远，满箱油太重了，油耗油现象严重，个人建议每次加油不要加满，200元即可，这样动力充沛的同时耗油更少,油耗,0,
QnAvItWyPCJ98Ef6,我特意买了个油桶，万一那天去的地方偏，没准就派上用场了。就是不知道加油站给加不。    ,油耗,0,
LME8GaKbyj57JY2c,相同价位下，不推荐森林人2.0，欧蓝德，探界者，奇骏都不错，2，0的森林人动力还是弱了，跑长途不是太爽，长途动力很重要。欧蓝德胜在便宜实惠，探界者胜在空间大，动力足，奇骏舒适性油耗不错。,油耗,0,
