content_id,content,subject,sentiment_value,sentiment_word
WrlhQdzH8ZGM5pu3,谢谢你的回复，第一个森友，今天换上了原厂的，打开一看，之前原厂的拆下来也只有2-3MM，估计撑个5000公里左右，还是要继续换啊。基本可以说我一付原厂刹车片就搞3万公里，日本进口DIXCEL只搞了2.7万公里。   ,安全性,0,
pQCYgyZwxLIOTb92,冰路 切记！不要踩刹车！   ,安全性,0,
EKVzut6NQ3LCfvOp,恩，对的，冰雪路面尤其是速度快的时候不要踩刹车，下山的时候速度快了点，前面的一个车子突然速度慢下来，我本能的深踩刹车，就听到车子发出咕咕咕的声音，刹车断断续续，旁边的老司机说我把abs踩出来了     ,安全性,0,
4jktL3QVNsAgUK5I,刹车油不用看公里，两年一换没问题，清理不用做,安全性,0,
QhzwI82BLGJpHZiV,刹车片尽量早换，否则磨坏了刹车盘就麻烦了。    ,安全性,0,
6UswlISmB28gqMGp,我的刹车盘2万多就要换了，一圈磨出棱子了，换片跑几天又开始响,安全性,0,
F6VLsIyjDNtEH2cX,cvt森的刹车片貌似价高且不耐磨，很多4万就换的。,安全性,-1,不耐磨
HnY7CVMuO6yfSqXP,行程长刹不住、软，可适当调整一下刹车踏板的行车，定会改善。,安全性,-1,刹不住、软
3e9rSKJFUZR7mXLQ,说实话：没啥用的！最直接最简单的方法是：调整刹车总泵的推杆（具体可看我的作业）,安全性,0,
Fy9OLtWxUTQH1JVY,记得新车比2.0豪华便宜2万，少了5个气囊，X-mode，隐私玻璃，天窗，皮座椅。还是选个豪华以上的吧，二手车差价肯定少多了。,安全性,-1,少了5个气囊
tbLu6ERaejd5YiPF,汽车最重要的安全要素，行车安全意识、轮胎、刹车。,安全性,0,
fJLwX7cDlQKRy5Ai,一个suv不要去pk速度啊 我们森林人的长项是爬马路牙子，安全性，兼顾操控性...（包括厂家宣传，从来也不侧重动力、加速度）,安全性,1,
kTasz1PQmKEr25FH,我觉得吧，刹车方面的话轮胎很重要。前段虚位拿捏的准的话就没问题。只要你想，abs随时启动。我现在换的倍耐力轮胎?迪克塞尔盘和皮，abs可以来的更早其他的看轮胎。    ,安全性,0,
RBY1ZdAMDI6oqa0j,轮胎只是接触摩擦力，这个森林人的问题是制动力矩小，偷工减料造成的，国产的CRV轻松39米多刹住，这个破车接近42米，这几米能出多少事啊，知道吧？   ,安全性,-1,
gSAQNJ9CMrLevwzZ,你觉得这个39米与42米刹车距离有多大差距？测试场地地面摩擦系数、轮胎类型与新旧程度及抓地能力、气温与轮胎气压都是影响刹车距离的关键因素。对之家这两个数据根本就没有可比性。换句话说既看不出森林人坏也看不出CRV好，或许结果恰恰相反     ,安全性,0,
fM6OaXuZe8LoYH34,4S说的没错，就是刹车盘的问题，不光是落差的问题，有些轻微的变形都会导致这个情况发生，靠手摸摸不出轻微的变形的，换盘吧。如满意请采纳！,安全性,0,
Warun80otZCdjkTv,一般在某区间速度刹车，方向盘抖动都是刹车盘变形引起的，建议你更换刹车盘，或者上机床给刹车盘车下就可以！,安全性,0,
ECJ9SZgXPDaFvOyV,检查刹车盘厚度，不是太薄的话，4s店里有办法把他磨平。我的日产5年前做过。没花几个钱。,安全性,0,
haNbkZFcGnuOIKSp,不要给4s忽悠了，你的车跑了多少公里？换过刹车片吗？方向盘的间隙大吗？是突然有这个现象的吗？,安全性,0,
xbmJFEv7zKjcpV1S,跑了7万5公里左右拉，后面换过刹车片，方向盘间隙没注意    ,安全性,0,
u49zvhFPIj6cCO28,换的后刹车片，前面没有换过吗？按照正常磨损应该换的是前刹车片，有点奇怪了，建议你找一个修理店，最好认识的，请师傅看看前刹车片的磨损情况，没有换过的话，我估计你的前刹车片已经磨损的报废了，自己上tb买国产的刹车片就行了，换上应该就好了，我换的国产的金麒麟刹车片，很好用。同时看看刹车盘有没有损坏，坏了换国产的150一个，两个300，旧的不要打磨了再用。这样也花不了多少钱就修好了。   ,安全性,0,
uEtTjSiDNXAP2xm9,我的也是这样，4S店说是刹车盘变形了，过两天我把刹车盘去换了看看。等我消息。,安全性,0,
BPy90qGem8E4t5sC,楼主和我想的一样，担心斯巴鲁后期维修贵，不过我对crv没兴趣，听一些人反映说刹车系统有问题，所以我关注了奇骏和rav4，奇骏好像不错，性价比高，维修配件也不贵。,安全性,0,
ldqxLaTvNfREOXtb,CRV 的刹车问题，你居然不怕？？,安全性,0,
sPXCBGoSLFvHtA2I,出厂合格证造假本质就是消费欺诈，就和你花了大几十万买了房子，开发商都没有质检交给你了，消费者改怎么办呢车子还不一样，是要死人的1.刹车必须重新检查2.地盘刚性件必须重新检查3.车轮轴承必须检查4.其他美国日本那边怎么检查的，中国也得检查好5.重新出具出厂合格证，没问题要出书面声明，查出来问题必须换新件6.所以费用包括来回油钱、误工费一切必要费用7.不能以此为由要求消费者放弃进一步起诉的权利。   ,安全性,0,
aWmRIQ6Nsrx71iPG,换陶瓷刹车片就好了，原厂的刹车片不好！,安全性,0,
EvQFhgPRUtIjN36C,我的想法和你说的差不多，就看咱们有些部门的力度了，主要是那帮老爷不干实事啊！像前几年丰田刹车门事件，美国什么态度，在看看咱们，心寒啊！    ,安全性,-1,心寒
VC0wDIiqny4pfQ6B,老司机，真的刹车开关的问题    ,安全性,0,
qYJREnXZmNx4ku36,这个结果在预料之中，以前丰田刹车门也是这么干的。,安全性,0,
Ffn4YKoPprvdLgBq,刹车就是有问题，刹不住。,安全性,-1,刹不住
unFZTR1ydk4i7gxO,刹车软，刹车行程距离长，我今天也差点追尾，但后面把我给追了！,安全性,-1,刹车软，刹车行程距离长
E57uPnO0pq9VZRFQ,森林人的评测里100-0的刹车距离是刚刚合格水平。楼主应该吸取经验……下次注意了。,安全性,0,
fPKRyXTQ8oALn4Vt,有三十多的预算，可以上豪车中低配了，森林人的档次真的不行。现在行程安全系统也就沃尔沃和鹰眼还行，要上看上鹰眼，可以考虑高配xv，但是这个车的后备箱真的太小了（作为代步车可以），所以我直接pass了。   ,安全性,0,
qIr1bC2mt7RNucin,我也觉得刹车不给力，可能和轮胎窄也有关系,安全性,-1,不给力
ikzDqpto6FLSYZ9a,45000换，刹车片＋刹车盘一起换,安全性,0,
QZS7rCDkbleyimXv,感觉比科帕奇好，开我哥的小可刹车更不给力……,安全性,0,
KEoMgWaAIz371Oex,我和你一样的，骐达换森林人，曾经有两次差点追尾，我好朋友开我的车也两次差点儿追尾，但现在已经没有任何问题了，改一改原来的习惯，做好预判就好了，反而更安全，乘客的舒适性也会感觉更好，习惯了过后也可以开很快，祝你早日熟练,安全性,0,
Z5xQ8DrtnwTIaE3p,2w米换一套刹车，值吗?    ,安全性,0,
4c3vWDsRXBgQyzFP,到底是刹车片还是刹车盘？   ,安全性,0,
EPIDLzevyj0ASxQh,平地直接p，有坡踩死刹车n档，抬脚再手刹，最后p。下雪就别拉手刹了。,安全性,0,
udgR4U2SKeGCq5yw,比一般的车要好，但一定小心行事，就算是赛车，高速过弯也有失控啊... 把握好速度，安全第一 切记啊...,安全性,0,
pioGFn7VcC04hSPX,缺刹车油了，可以补充点。,安全性,0,
65EOUCNT2alfhvMy,刹车油没少啊，在高线和低线中间呢    ,安全性,0,
4q7xvsV1ynEphUTP,怠速轻微抖动我也有 要是刹车抖 可能是盘子和片的问题    ,安全性,0,
AJhBXmrDWxvi86tq,常规保养之外刹车油可以换（三万或两年更换），节气门可以洗（三万多洗）。火花塞手册规定是六万，如果没有加不好的油，可以七万多更换都行。,安全性,0,
FCqg28GfnBYal614,刹车灯接触开关、刹拉丝没回位问题,安全性,0,
FsNRgWhXyjqOED1r,慢加速，提前减速，悠着点开，不急加速，尽量不急刹车，别人再急，你不要着急，车是自己的，不争强好胜，有本事的是安全行车，不是一时的抢道，按时做保养，尽量不要上烂路开，很伤车的。这样开个10万公里，都不用换轮胎，不用换刹车片，发动机的磨损很小。,安全性,0,
Blr8Lg4K2Wqk3dCV,刹车顶买国产的就可以了。    ,安全性,0,
vu5NyhLJo9T8lCMG,可能是刹车开关接触不良造成,安全性,0,
e7hTOPda6qFYBzpK,楼主刹车片是货号还有吗？,安全性,0,
mzASXbauHVoePO4j,这批车刹车片有问题的，我的也是，才四万公里就有异响,安全性,-1,有问题
a9eWgZod5XzlNKDh,我的车最近也这样，能详细说说吗？是顶吧？刹车顶？    ,安全性,0,
iX1eJwVrv2dCloHb,想请教一个问题，d1spec刹车会有仿品吗？,安全性,0,
u87zsqPJ3Z0hgOoc,不灵活有什么影响或症状？我的同款刹车倒车易啸叫,安全性,0,
GiCWexUJFVf9cuQr,13年的森刹车片还很厚,安全性,0,
eM2vcBmZ3dlu6IJR,请教我这款刹车的维修包用哪一款？据说是2008翼豹涡轮增压的原装刹车，第八，第九代，但不敢确定，最好能给个维修包链接。我的卡钳有一个”2”的字迹。                         ,安全性,0,
zDlTvMRyYCwKa8xF,-5的2.5马力充沛变速箱响应迅速底盘也比较适合公路运动性价比也略高国产配件也好找修起来也方便。缺点就是有点街车了不特别，另外国产了以后不知道碰撞强度下降了多少。也不知道有没有偷工减料或者使用有污染的内饰配件。   ,安全性,0,
rJNezDm0YASVn4kT,不错，谢谢分享。 盘边凸起是磨损所致，换两次刹车片盘就差不多下课了，好的刹车片不应当啃盘。,安全性,0,
WKnSNgZmtcPw4Iy8,应当正常磨损，都换了一次刹车片了，刹车盘也差不多磨成这样。我的车才3万多公里，刹车片还没换过，刹车盘也有凸起。   ,安全性,0,
HoJdkSfqRFnUQixP,改成力狮GT的刹车比你这还要好，   ,安全性,0,
Avumfo8Kc6iXsDS3,路口轻刹刹停不会起停，然后松刹车再踩死也不会,安全性,0,
r2epHUK0JfYTtC6q,酷似狗顶把、刹车顶其他都是浮云。,安全性,0,
YPOQ8y5v4wTRFscp,前段软  保持车距 提前刹车就是了  后段还是很有力的,安全性,0,
AhDSI1HdLPFmWa8N,兄台高手，人狠话不多啊！ 我去四s店，果然就是换了个刹车开关，多谢    ,安全性,0,
PflHOdAUnXIjo2WY,这个价位，又要四驱性能、操控、内饰、隔音、安全、豪华全都到位，那人家破鞋买给谁去？,安全性,0,
eUnOEBlrQfodqIsD,试驾16款感觉偏软 买了18款刹车感觉不一样了 明显的区别 试驾车和买的车都是2.0,安全性,0,
dg9h73NTGmwUYoQE,最便宜的刹车提升方法就是换GT刹车，加刹车顶,安全性,0,
Iet1yswVLNoD7pM0,除非能解决充电问题，不然我暂时不考虑电动车，我们小区有两辆特斯拉，一辆MODEL S75 一辆MODEL X。长途是个大问题，充电桩按在车库里，可是高速续航很尴尬。我建议您如果一家老小的话，可以考虑傲虎，我记得傲虎装了鹰眼。非常不错的安全配制，也可以再等等，等XC60 雷神上市，那个就是真正的安全放在首位的车，当然空间没有傲虎大，傲虎的后排以及后备箱那是真的大~！！！   ,安全性,1,不错
y4fZXwLmnsaKhWUd,国外好多可以选装，国内只有固定配置。但是能配上一些安全附助还是好。,安全性,0,
jx67IQbKegXVn29w,建议17奇骏至尊，新款的外观、内饰肯定认可度高，主动安全配置比森强，日行装逼利器和后排出风比森强。我也中途插看过奇骏，但是我个人不喜欢日产这个牌子，说服不了自己深入下去。。。,安全性,1,强
4p7LktXQiPr3ocCw,我选森林人，是觉得森林人正和我的要求一致，从外观到内饰、底盘高度、全时四驱、安全性、进口车...也是奇怪了，在我的30万预算内，真找不到第二个，是啊，要是预算五六十万，肯定买宝马...森林人的内饰是简单，但实用、没有无用的，免得满屏幕找信息...正面看森林人有些窄，要是和Q5一样宽，就更好了。侧面很好看，宝马也是这样的外观...    ,安全性,1,要求一致
v9a8wANdOxjkcqZR,我倒是比较看重新平台打造的更加安全的车身，还有内饰等。不过再加上鹰眼，那就等于如虎添翼，想想就爽啊，不过我去年刚买了16款了，等不急了，哈哈,安全性,1,
hv12T7SFUPbENJc3,30万的车没落锁，异响，烧机油，国产中控，垃圾的音响，只有2.5有一键启动，斯巴鲁的安全科技也没有，醉了    ,安全性,-1,醉了
OfLM610I4eZ2jxyh,越野的概念是在没有路地方走出路（俗称豁车）。SUV只是能走部分越野的路，一些石路，一些水沟，沙地等。所以看你买车的用途。如果只是市内跑，建议轿车：舒适，省油，公路性能好。如果还想去坝上看看，走走小路以及跑跑沙滩，那么卖SUV吧：底盘高，可过沟沟坎坎;全时四驱雨雪天更安全。当然高大威猛视野好，也保证了安全。像你提及的震动感，也有称之为路感清晰的，仁者见仁。希望对你有所帮助,安全性,1,安全
FJ1qX7y9rWY3xHeQ,看了几遍，谢谢详细回帖斯巴鲁的技术，操控，安全都是我喜欢斯巴鲁的原因。我不是那么文艺，讲究诗和远方的人，不过，全家人出行，第一重要的还是安全，能够尽量应付各种情况的车才是最好的选择。还是更倾向于森林人他兄弟，傲虎   ,安全性,1,安全
HRDLSewFCsOdVxEP,两边不同时间裂的，分两次索赔，其实没裂的一边让师傅拆下来加一些填充物就杜绝开裂了，还有就是把安全带卡扣放到最上面就好了。    ,安全性,0,
FUtDBd46iwnCNVcT,常规的啊，防止后座打的啊太开不安全,安全性,1,
N46ldEeoqbtMr8P7,在安全标准下 车都在减重 车轻好 觉得轻 放几个杠铃片子压压,安全性,0,
LHC7apDYuWcZekgQ,把安全带卡子拽到后坐椅靠背顶就可以了。    ,安全性,0,
FM0R2TLkNp7tc6eg,斯巴鲁在美安全性能第一    ,安全性,1,第一
6Nx9qLRCUiTgISF2,硅胶套看着不错，是不是应该再买个限位器，把安全带插销的位置往上移一点   ,安全性,0,
43VQzRMUEB6xcY7b,最后一个问题就是高速过弯，那时候差速器肯定以差速为主，不然车子得要翻车，所以后轮扭矩力量肯定小，森林人的全时四驱在高速的时候主要以安全为主（这肯定的，就算硬派越野车高速也不可能锁差速器），所以楼主应该知道，转弯的时候，后轮能不能提供力和不能提供力这两者是有本质区别的，但提供力的大还是小，这个区别就相对不是很大，只要后轮能有力，就会对安全有作用，就能进行安全方面的干预和提高寻迹性,安全性,1,
pQso4vER9F5Mw7kW,20年前国内满街山寨假货的时候，这句话还有点道理！放现在来说，满街的国际大厂和大品牌出品的车载香氛产品，从安全到气味都有足够的选择，我觉得还抱着谈香色变的态度其实真没必要了！认准大品牌，其实没那么多危险……   ,安全性,0,
UsxlJPmVNgzr5boM,随速助力，绝对是保障高速安全。高速没有急弯，基本不需要太大的转向动作，不明白LZ为什么会觉得转向累...有可能是座椅没调好，手臂力矩不合适,安全性,1,
bNKd2Pxnaupy4FZH,不差钱，肯定2.5. 高速超车，走个山路，远途奔行更轻松，安全性更高（自我感觉）。我的白森2.5带我从同里刚回来不久。,安全性,1,高
ojie7Z26A3gptYP9,法兰垫片不要加 并不安全,安全性,-1,
HGl0xvqiFo367y5Y,至少要等有鹰眼的，安全才是最重要的    ,安全性,0,
pOEl5zerPXjJYsqv,不带分动箱，斯巴鲁全系都是全时四驱，傲虎和森林人这一代的四驱系统都一样。普通人，包括我反正是开不出极限的，谁没事去试家用车极限？反应速度应该同级别森林人是最快的，哪怕和路虎神行者比。你可以关注下新车的奇骏，因为森林人配鹰眼还需要下一代，最近小改款的新奇骏辅助安全系统多了非常多，有一个女司机神器（360全景摄像头），在走街串巷调头时候，对于女司机……你懂的。我老舅买的这个，每次都显摆     ,安全性,1,
FOquQEiYA8V59f63,我也不越野，但我觉得全时四驱在雨雪天更安全。,安全性,1,
8IsAE5hGPtUmfV3p,说实话如果是国产车撞森。不好说。森的侧翼子板都挺薄的。前后钢梁一般吧。suv毕竟高。小车还是吃亏。换后边一个比亚迪s7长城h9前边一个bj40森就呵呵了。安全驾驶最重要。森记住永远没你想的那么结实。但是森的被动防护还不错。,安全性,1,不错
NRXhuFPVTepSwLCd,这宣传你信么，不这样宣传我觉得看测试真可以的。动不动刚性提升几倍的，安全性又提升50%的，这到底什么意思？这代的森是纸糊的吗？   ,安全性,0,
VGNtxcSl6DF5vWEu,没有车绝对安全的，可是斯巴鲁的全车安全性真的不错！,安全性,1,不错
Q9CbzkPWiHZBDhG4,吉普高性能通过性好，前进角离去角强，配置强！但安全性、油耗经济性、操控、空间、森林人强！建议丟硬币选择。,安全性,1,强
vXGNPQ2iC09zxMTb,上面的字符应该是安全气囊报警灯吧。下面的肯定是ESP车身稳定系统的报警灯。,安全性,0,
c97sQX4VwKO0FfzB,见我另外一个帖子，有买车过程，车子开的很爽，方向轻，反应灵敏，加速不错，空调凉。现在不好的方面就是起步比较窜，刹车软，油耗在市区要13个，最受不了的就是音响实在实在太差，下周换了它。还有隔音差，喇叭滴滴声，太次了，感觉就是在车内响一样。,安全性,-1,刹车软
GqsJmlX3B587OkEK,刹车优先就是当你踩下油门，油门保持深度的同时踩刹车，发动机转数掉到怠数状态。凯美瑞油门卡住了，出事了。没有刹车优先，踩刹车也无法制动    ,安全性,0,
wVX7b8gqc5xaU0tY,不用纠结这个，铁皮用了几十年了，一样安全。前几年，浙江电视台有个节目黑日系车，断章取义地说铁皮油箱不安全。又拿不出有力的证据证明，真是吃饱了撑的。,安全性,1,
6xN4HfqV10PhTplE,刹车无小事，ap 自己用车最好也别改。我不了解你们那里，我这里审车改了刹车也不给过，必须复原。山东 东营车主。最后说一句，国内没有改车环境，改装车一遇到政府这会那活动的就是过街老鼠，想折腾还是玩内饰吧。,安全性,0,
0YJAoZepQhCkLWE7,新款老带劲了，SGP平台了解一下刚性提升了解一下，安全性提升了解一下，过弯更稳了解一下，振动过滤更强了解一下，内饰材质升级了解一下   ,安全性,1,
4AHwEcevC5FIV9o0,对了，说到安全。我没质疑过斯巴鲁。在我眼中斯巴鲁不比他们差，还稍微好点，不过车的整体感觉视觉路觉确实没有欧美硬朗。我还是相信安全碰撞试验。不看表面，大家的车同价位安全性设计基本都差不多，差距拉不太大。主要安全还是在自己手里。    ,安全性,0,
D8FlSfQeo2ZOI7nM,森林人毛病悬了，小名叫抖森，呵呵，丰田车世界范围内都是耐用的代名词，2019款丰田RAV4你值得拥有！这辆车无论车型，还是动力，以及安全性，还有四驱系统都秒杀2019款森林人！,安全性,1,
SIhDKVR698pkqaru,嗯嗯，明白～新森SGP平台 ES系统，安全性应该不输沃尔沃    ,安全性,1,
5f2GYnRN9MX6JVIK,支持维权，中国用户看中斯巴鲁就是耐用和安全，既然有问题必须认真对待中国客户   ,安全性,0,
VwELpDr8PzWfMS3t,这个看你着重点在哪了，森林人比较侧重性能和安全，途观侧重是动力，个人喜欢森林人多一点，省油，而且加92号汽油,安全性,0,
vMxdKfbHTyAuwSID,侧面碰撞测试了，安全是必须的,安全性,0,
oGDYK4fxqChPrayl,森的空间，安全，四驱，底盘甩奇三条街，',安全性,1,甩三条街
HA1QDZxmcStnRgrO,森林人全时四驱不是盖的，大雨天很稳！从安全的角度上考虑我还是喜欢森林人，毕竟钱可以再赚，重要的是人安全,安全性,1,
uWpxJScHQXAndCPz,安全性和操控当然是森林人，性价比当然是奇骏了…毕竟便宜很多…,安全性,1,
2cMyVu0YXfZvUqoA,沃尔沃谈安全性，谈四驱没优势,安全性,-1,
rJusQCY65dlxPN8F,2.0入门款性价比最高。所有的气囊四驱内饰安全配置什么的主要东西和顶配都一样。,安全性,0,
z7LUMKNPVj5vH8yb,一个进口，一个合资，一个全时四驱，一个适时四驱，森的安全性要好些，马自达性价比高，但后排没森宽敞，操控都差不多，看你怎么取舍了，我也纠结过这两款，选森是因为风水，现在不后悔    ,安全性,1,好
TQEAi6P7yjSZUcxJ,森的安全性，操控性，驾驶乐趣，四驱性能，越野性能甩思威8条街。思威的维修保养便利性，保值率，内饰精致感甩森3条街。,安全性,1,
fXsh2THkJNA4RBj7,安全性高，质量日系最差,安全性,1,
MPAF5Q6hEsjRy4wD,我觉得吧 差点品牌力 其实开着挺省心的 安全性高 省油 故障率不高 就可以了,安全性,1,
4KM32d8RDibZ1f0p,老兄说的对，只要不是影响安全的质量问题都可以接受    ,安全性,0,
K49lGDtJxshFOSeL,人烟稀少的路段路况也挺好，谁会把生命当儿戏，更何况现在看斯巴鲁不就是看中同类型安全相对高吗？,安全性,1,
NPcvChlWQkD76nAp,看看 广汽丰田 出的 汉兰达 和 2018款凯美瑞 等等，  质量、安全性和耐用性 大家都可以看看，比较比较,安全性,0,
noQuF4NjaUkL9B83,还是你客观！安全性高是真的，质量在日系里，斯巴鲁绝对是算差的了！什么数一数二的，倒数数一数二还差不多    ,安全性,1,
ZzoQVi8cGAm9qETr,买这个价位车的，应该过了愤青年龄了吧，四驱是为了应对雨雪局面提高安全性而不是为了越野。再说了，碰撞0星的五菱宏光一个月还卖几万辆呢，多少钱办多少事，没必要为了黑而黑吧,安全性,0,
tBrLvSh7k4FCYWup,市区通勤必须凯美瑞啊，省油省心。要是经常跑个山路、回个老家，一家人挤一辆车，建议森林人，安全性、通过性和空间要好于凯美瑞。,安全性,1,
rovYzntxXLS53ZlP,汉兰达除了大还是大，没有什么，在国外被当作面包车，油耗高。而且要加价，森林人是比较综合的车，轻度越野，油耗，操控，安全性。其实选哪款车，在于你买车的用途,安全性,0,
FU1gVBzvTStkufXD,距离短，撸点刹车片，没大事儿。,安全性,0,
zRxfWY9X8bnvHdj2,问题不大，几百米没事的，以后注意避免这种情况吧；不放心的话可以检查一下后刹车盘，看有没有异常磨损的环形凹槽或者明显变色了。,安全性,0,
xvD4CjUOnu5rlt08,没有什么事儿的，拉手刹行驶会加速刹车盘刹车片磨损，并且动力不够，但几百米没有什么影响。,安全性,0,
vGQ5UX8N0IEgtJPl,楼主你好！手刹忘记松开行车几百米不会对车其他部位有影响，只是增加了刹车盘磨损，还有手刹容易失效，建议去保养时调整手刹。如满意请采纳！,安全性,0,
gBE1QMj4D687CXIO,SUV你非要和轿车比刹车脚感...,安全性,0,
D5bJ9wMtFRITKNYH,没问题，四轮涉水，离水之后也需要拉手刹来加热刹车片，驱除附着在刹车片刹车泵柱的水分，只能算非常规损耗，不会对车造成影响,安全性,0,
BcfhuyotasDSWN91,我也不知道说什么好开车少用那些乱七八糟的什么这个那个的靠自己的眼睛就足够了，什么也不用什么倒车雷达啥的。你这个和刹车没有关系。,安全性,0,
kq3dFUWPJswc8gXp,超车时也会闪，但是没有帮刹车，系统也会判断出来吧,安全性,0,
WFilewXDdu4VnrIc,应该是太近主动刹车介入了我遇到过帮你刹车刹车会自己下去那种感觉,安全性,0,
wTyj20sJCdz9KqXY,磨损大了点，刹车频繁不，如果不频繁，那么检查刹车系统。,安全性,0,
YbeV5ISBwN8tsMAg,车突然从后边出来，eyesight没第一时间识别，没有减速，我自己脚踩得刹车，差点撞上没出事。,安全性,-1,
DOTnBmCsXtqU2rYz,请问下，我开车在长下坡或者遇到前面有堵车情况下，我一般采取直接将D挡挂入L挡，用发动离牵引力来控制车速，很少踩刹车，请问下，采取此办法可取不？,安全性,0,
u3v78hBLGdkeTfx0,我遇到长下坡是切换到手动模式，用换挡拨片降档，坡稍大的时候降档同时还是带着刹车，免得转速升太高。上坡前也是用手动模式降档，山路上基本就一直手动模式了，超好用。,安全性,1,超好用
Tr2Gz0jYBUlhXLms,日系车都这个样子，而且斯巴鲁的刹车片比较软，时间久了前面的轮胎要比后面的脏很多，如果实在不习惯，我建议你去装个刹车顶,安全性,0,
CWebJRiXzg1L4xVG,轮胎动平衡有做过么，踩刹车抖是刹车片跟刹车盘的问题，如果平白无故的抖就是轮胎动平衡的事,安全性,0,
ct3lmOfsQyFjEkXU,一个刹车灯，还有一个是雾灯,安全性,0,
Ng8doQUpqaCyfEuB,不正常，刹车灯必须左右都有。刹车灯灯泡是双尾的，一个5瓦的示宽灯，一个21瓦刹车灯。你的情况是刹车灯灯丝坏了，示宽灯的还在。,安全性,0,
OA23UhT9ZpribPYg,左右各一、共两个刹车灯啊,安全性,0,
7ctQZ1YbhaDLAGN8,2013款精英版之前改日本的性能刹车片效果一般盘磨损的厉害17年底换了德国atedot4刹车油效果明显脚感棒棒哒你可以试试看,安全性,0,
KR7bcLm95tuqTr8z,现在的刹车片金麒麟刹车片质量还是可以的，踩刹车没滋滋声音，急刹车不伤害刹车片，就是不怎么耐磨损，正常能跑三万公里就要更换刹车片,安全性,0,
